DATE_IST,HOURLY_ROWS,DEVICE_COUNT,NAS_COUNT,AVG_RX_POWER_DBM,MIN_RX_POWER_DBM,MAX_RX_POWER_DBM
2026-02-01,8,1,1,,-23.28,-23.19
