TABLE_SCHEMA,TABLE_NAME,SIGNAL_SCORE,MATCHED_COLUMN_COUNT,VALUE_COLUMNS,CONTEXT_COLUMNS,ROW_COUNT,LAST_ALTERED
PUBLIC,T_CONTROLLER_HIST,10,5,,"ROUTER_NAS_ID, ROUTER_WIFI_MAC, DEVICE_TYPE, DEVICE_MAC, ROUTER_LAN_MAC",514416.0,2026-06-27 13:15:03.335000+05:30
PUBLIC,V_COMBINED_CSP_LEDGER,10,5,,"NETBOX_ID, DEVICES_ISSUED, DEVICES_RETURNED, DEVICES_PENDING, DEVICE_ID",nan,2026-05-15 18:43:33.732000+05:30
PUBLIC,WIOM_DEVICE_DATA,10,3,,"DEVICE_ID, DEVICE_TYPE, DEVICE_CYCLE",379891.0,2026-06-23 17:48:13.842000+05:30
PUBLIC,WIOM_DEVICE_DATA_LOGS,10,3,,"DEVICE_ID, DEVICE_TYPE, DEVICE_CYCLE",2263046.0,2025-12-01 11:54:31.466000+05:30
PUBLIC,WIOM_DEVICE_DATA_PRE_MIGRATION,10,3,,"DEVICE_ID, DEVICE_TYPE, DEVICE_CYCLE",374321.0,2026-03-23 16:19:05.575000+05:30
PUBLIC,kapture_open_tickets_2h,10,2,optical_power,device_id,0.0,2025-09-08 17:02:19.363000+05:30
DBT,BOOKINGVANILLA,8,4,,"DEVICE_ID, DEVICE, ROUTERMAC, DEVICEID",2246710.0,2026-06-27 12:51:58.742000+05:30
DBT,BOOKINGVANILLA_AUDIT,8,4,,"DEVICE_ID, DEVICE, ROUTERMAC, DEVICEID",70602238.0,2026-06-27 13:40:38.050000+05:30
DBT,FCT_PING_FLAP_DEVICES,8,2,,"PING_FLAP_DEVICE_COUNT, PLAN_ACTIVE_DEVICES",105.0,2026-06-27 13:04:32.660000+05:30
DBT,INT_IX_DEVICE_PLAN_SPEED,8,2,,"DEVICE_ID, ROUTER_NAS_ID",nan,2026-06-27 13:06:38.764000+05:30
DBT,NETBOX_DEVICE_ZONE_MAP,8,6,,"CONNECTION_ID, DEVICE_ID",221261.0,2026-06-27 13:43:02.620000+05:30
DBT,PING_FLAP_DEVICES,8,2,,"PING_FLAP_DEVICE_COUNT, PLAN_ACTIVE_DEVICES",nan,2026-06-11 12:08:23.437000+05:30
DBT,STG_IX_DEVICE,8,2,,"DEVICE_ID, DEVICE_FAMILY",nan,2026-06-27 13:03:32.709000+05:30
DS_TABLES,T_USAGE_DATA,8,4,,"ROUTER_NAS_ID, MAC, ROUTER_SESSION, ROUTER_LOGS",2349858882.0,2026-05-29 12:44:02.513000+05:30
PUBLIC,AUTOPAY_PAYMENT_HEALTH_WEEKLY,8,1,SIGNAL,,9.0,2026-06-27 04:46:47.944000+05:30
PUBLIC,BOOKINGVANILLA,8,4,,"DEVICE_ID, DEVICE, ROUTERMAC, DEVICEID",2243295.0,2026-06-27 13:39:00.384000+05:30
PUBLIC,BOOKINGVANILLA_AUDIT,8,4,,"DEVICE_ID, DEVICE, ROUTERMAC, DEVICEID",72000676.0,2026-06-27 13:38:07.838000+05:30
PUBLIC,BOOKINGVANILLA_AUDIT_HISTORY_BEFORE_2024_02_01,8,4,,"DEVICE_ID, DEVICE, ROUTERMAC, DEVICEID",3489279.0,2026-04-01 15:42:19.492000+05:30
PUBLIC,BOOKINGVANILLA_AUDIT_TEST_DE,8,4,,"DEVICE_ID, DEVICE, ROUTERMAC, DEVICEID",1296225.0,2025-10-08 11:44:44.803000+05:30
PUBLIC,BOOKINGVANILLA_TEST_DE,8,4,,"DEVICE_ID, DEVICE, ROUTERMAC, DEVICEID",59228.0,2025-10-15 13:31:50.273000+05:30
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_DF,8,2,,"ROUTER_NAS_ID, DEVICE_ID",179886.0,2026-06-27 07:30:30.575000+05:30
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_RAW_CUSTOMER_CHURN,8,2,,"DEVICE_ID, DEVICE_LOCATION",65328.0,2026-06-27 07:30:19.515000+05:30
PUBLIC,COMPANY_B_CONNECTION_CONNECTION_FUNNEL_WTD,8,1,Signal,,nan,2026-06-25 23:06:03.981000+05:30
PUBLIC,COMPANY_B_MIGRATION_DAILY,8,1,Signal,,5.0,2026-06-27 04:07:18.225000+05:30
PUBLIC,COMPANY_B_MIGRATION_NEW_VS_MIGR,8,1,Signal,,4.0,2026-06-27 04:13:25.345000+05:30
PUBLIC,COMPANY_B_MIGRATION_PLAN_RENEWALS,8,1,SIGNAL,,28.0,2026-06-27 04:13:43.611000+05:30
PUBLIC,COMPANY_B_WAR_ROOM_LAYER3,8,1,Signal,,5.0,2026-06-27 04:18:19.365000+05:30
PUBLIC,CONNECTION_FUNNEL_EXCL_CANCEL_WTD,8,1,SIGNAL,,7.0,2026-06-27 04:15:16.010000+05:30
PUBLIC,CT_PARTENER_ISP_RECHARGE_VALIDATION,8,4,,"DEVICE_BRAND, DEVICE_ID, DEVICE_MODEL, DEVICE_NAME",784422.0,2026-06-22 20:44:10.618000+05:30
PUBLIC,CT_PARTNER_NEW_GLOBAL_OCR_MV,8,4,,"DEVICE_BRAND, DEVICE_NAME, DEVICE_MODEL, DEVICEID",50441.0,2026-06-27 07:08:39.490000+05:30
PUBLIC,DEVICE_STATUS_FEB25,8,2,,"DEVICE_ID, DEVICE_STATUS",256764.0,2025-07-23 19:02:56.964000+05:30
PUBLIC,DYNAMODB_BOOKING_TEST_DE_DUMP,8,4,,"DEVICE_ID, DEVICE, ROUTERMAC, DEVICEID",364811.0,2025-11-25 14:03:06.705000+05:30
PUBLIC,EVOLVED_STREAM_COLWISE,8,4,,"DEVICE_ID, DEVICE, ROUTERMAC, DEVICEID",nan,2025-06-07 09:51:11.433000+05:30
PUBLIC,EVOLVED_STREAM_INLINE,8,4,,"DEVICE_ID, DEVICE, ROUTERMAC, DEVICEID",nan,2025-06-07 09:45:42.662000+05:30
PUBLIC,MAC_DEVICE,8,2,,"DEVICE, MAC",299530.0,2025-09-15 17:59:36.426000+05:30
PUBLIC,MONTH_END_USABLE_DEVICE,8,2,,"DEVICE_TYPE, DEVICE_ID",948.0,2026-06-01 13:35:38.869000+05:30
PUBLIC,PARTNER_DEVICE_COUNTS_HOURLY,8,2,,"TOTAL_DEVICES, ROUTER_PICKUP_COUNT",28208.0,2026-06-27 13:24:27.362000+05:30
PUBLIC,PHYSICAL_AUDIT_MARCH24,8,4,,"DEVICE_ID, MACID, SERIAL_NO, DEVICE_TYPE",33930.0,2026-01-27 22:57:15.754000+05:30
PUBLIC,RENEWAL_HEALTH_DASHBOARD_DAILY,8,1,SIGNAL,,18.0,2026-06-27 03:50:19.666000+05:30
PUBLIC,RENEWAL_HEALTH_DASHBOARD_V3,8,1,SIGNAL,,18.0,2026-06-27 03:45:22.106000+05:30
PUBLIC,RETURNED_DEVICE_ACKNOWLEDGMENT_MAIL_DATA,8,2,,"DEVICES, DEVICE_LIST",16.0,2025-12-09 18:23:44.372000+05:30
PUBLIC,ROUTER_LOGS,8,10,,"ADDED_TIME, ACCOUNT_ID",254992630.0,2026-06-27 13:36:46.105000+05:30
PUBLIC,STG_INVENTORY_MODEL_DEVICES,8,2,,"DEVICE_ID, SERIAL",nan,2026-05-28 17:13:34.574000+05:30
PUBLIC,TEST_DYNAMO_BOOKINGVANILLA_AUDIT_DE,8,4,,"DEVICE_ID, DEVICE, ROUTERMAC, DEVICEID",0.0,2025-10-24 11:55:04.166000+05:30
PUBLIC,TRADED_DEVICE_ALL,8,2,,"DEVICE_ID, DEVICE_ID_TYPE",9471.0,2026-01-19 16:15:36.957000+05:30
PUBLIC,T_STORE,8,4,,"ROUTER_NAS_ID, DEVICE_VERSION, DEVICE_TYPE, DEVICE_MAC",449602.0,2026-06-27 12:46:15.224000+05:30
PUBLIC,T_STORE_TEMP_DE,8,4,,"ROUTER_NAS_ID, DEVICE_VERSION, DEVICE_TYPE, DEVICE_MAC",193201.0,2025-10-01 12:59:04.174000+05:30
PUBLIC,WIOMNET_PAYMENT_HEALTH_WEEKLY,8,1,SIGNAL,,4.0,2026-06-27 04:35:30.187000+05:30
PUBLIC,WIOMNET_PAYMENT_HEALTH_WTD,8,1,SIGNAL,,4.0,2026-06-27 04:35:35.432000+05:30
PUBLIC,WIOM_DEVICES_LOCATION,8,2,,"DEVICE_ID, DEVICE_TYPE",350833.0,2026-06-27 07:57:14.609000+05:30
PUBLIC,WIOM_DEVICES_LOCATION_PRE_MIGRATION,8,2,,"DEVICE_ID, DEVICE_TYPE",350325.0,2026-03-23 18:05:39.652000+05:30
DBT,CUSTOMER_BASE,6,3,,"LIVE_R25_DEVICES, PAYING_DEVICES, ACTIVE_R15_DEVICES",997083.0,2026-06-27 12:54:42.334000+05:30
DBT,DEVICES_ACHIEVING_90PCT_SPEED,6,1,,DEVICES_TESTED,92.0,2026-06-11 12:08:23.128000+05:30
DBT,DEVICES_IMPACTED,6,1,,DEVICES_IMPACTED,31.0,2026-06-10 13:53:20.148000+05:30
DBT,FCT_D3_PCT,6,3,,"ELIGIBLE_DEVICES, COMPANY_B_DEVICES, D3_DEVICES",7.0,2026-06-27 13:07:44.891000+05:30
DBT,FCT_DEVICES_IMPACTED,6,1,,DEVICES_IMPACTED,106.0,2026-06-27 13:01:28.322000+05:30
DBT,FCT_SPEED_TEST_COVERAGE,6,3,,"DEVICES_TESTED, DEVICES_TESTED_V3, DEVICES_TESTED_LEGACY",105.0,2026-06-27 13:04:21.975000+05:30
DBT,INT_IX_DEVICE_PARTNER,6,1,,ROUTER_NAS_ID,nan,2026-06-27 12:52:44.936000+05:30
DBT,INT_IX_DEVICE_RECHARGES,6,1,,ROUTER_NAS_ID,nan,2026-06-27 13:04:21.267000+05:30
DBT,INT_IX_DEVICE_RECOVERY_TIMES,6,1,,DEVICE_ID,nan,2026-06-27 13:03:31.998000+05:30
DBT,PYROPS_RETURN_MODEL,6,3,,"DEVICE_ID, DEVICE_TYPE, DEVICE_CONDITION",69483.0,2026-06-26 12:47:50.593000+05:30
DBT,SPEED_TEST_COVERAGE,6,3,,"DEVICES_TESTED, DEVICES_TESTED_V3, DEVICES_TESTED_LEGACY",92.0,2026-06-11 12:08:21.351000+05:30
DBT,STG_IX_INCIDENT_IMPACTED_DEVICE,6,1,,DEVICE_ID,nan,2026-06-27 12:52:20.086000+05:30
DBT,V_DEVICE_LAST_PING,6,1,,DEVICE_ID,nan,2026-06-27 12:52:18.727000+05:30
DYNAMODB,LOST_DEVICE_HISTORY,6,1,,DEVICE_ID,132187.0,2026-06-27 13:39:17.500000+05:30
DYNAMODB,PARTNER_DEVICE_BONUS_DISBURSEMENT,6,1,,DEVICE_ID,1904111.0,2026-06-16 22:23:21.139000+05:30
DYNAMODB,TASKS_ROUTER_CONNECTIONS_AUDIT,6,8,,CREATED,403882.0,2026-01-04 17:08:22.260000+05:30
PUBLIC,BACKUP_KAPTURE_PARTNER_TICKETS_REPORT_6_MAY,6,3,,"DEVICE_ID, CUSTOMER_DEVICE_ID, DEVICE_ID_1",154482.0,2026-05-06 13:11:23.637000+05:30
PUBLIC,BOOKING_DEVICE_DAILY_TEST,6,1,,DEVICE_ID,220807.0,2025-11-17 19:32:27.582000+05:30
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_DF1,6,1,,ROUTER_NAS_ID,87703.0,2026-03-24 18:22:10.803000+05:30
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_DF1_NEW,6,1,,ROUTER_NAS_ID,84050.0,2026-06-27 07:30:30.983000+05:30
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_DF1_PRE_MIGRATION,6,1,,ROUTER_NAS_ID,87718.0,2026-03-24 18:22:08.357000+05:30
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_TRANSITIONS,6,1,,DEVICE_ID,259633.0,2026-06-27 07:36:33.630000+05:30
PUBLIC,CTP_TICKET_INSTALL_REWARDCLAIM,6,3,,"DEVICE_BRAND, DEVICE_MODEL, DEVICE_NAME",647858.0,2025-11-06 19:30:24.873000+05:30
PUBLIC,CT_PARTNER_APP_LAUNCH,6,3,,"DEVICE_BRAND, DEVICE_MODEL, DEVICE_NAME",19038917.0,2026-06-27 04:45:01.982000+05:30
PUBLIC,CT_PARTNER_CSP_EDUCATION_EVENTS_MV,6,3,,"DEVICE_BRAND, DEVICE_NAME, DEVICE_MODEL",5380.0,2026-06-27 07:08:39.522000+05:30
PUBLIC,CUSTOMER_BASE,6,3,,"LIVE_R25_DEVICES, PAYING_DEVICES, ACTIVE_R15_DEVICES",998064.0,2026-06-27 04:07:38.769000+05:30
PUBLIC,CUSTOMER_BASE_DBT,6,3,,"LIVE_R25_DEVICES, PAYING_DEVICES, ACTIVE_R15_DEVICES",1342.0,2026-04-30 10:53:12.698000+05:30
PUBLIC,CUSTOMER_BASE_METRICS,6,3,,"LIVE_R25_DEVICES, PAYING_DEVICES, ACTIVE_R15_DEVICES",1365.0,2026-03-31 14:20:42.930000+05:30
PUBLIC,DEVICE_CHALLAN_MAPPING,6,1,,DEVICE_ID,0.0,2025-05-16 14:12:11.374000+05:30
PUBLIC,DEVICE_INVOICE_SERIAL_NUMBER_WISE,6,1,,SERIAL,49300.0,2025-07-04 14:01:07.314000+05:30
PUBLIC,DEVICE_LEVEL_ACTIVE_COUNT,6,1,,DEVICE_TYPE,0.0,2025-04-28 15:55:25.106000+05:30
PUBLIC,FINANCIAL_WRITE_OFF_DEVICES,6,1,,DEVICE_ID,58256.0,2026-06-23 17:43:01.347000+05:30
PUBLIC,INVENTORY_MODEL,6,3,,"DEVICE_ID, SERIAL, DEVICE_TYPE",385002.0,2026-06-27 02:17:08.700000+05:30
PUBLIC,INVENTORY_MODEL_NEW_TEMP,6,3,,"DEVICE_ID, SERIAL, DEVICE_TYPE",378165.0,2026-03-21 02:18:12.502000+05:30
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_ACTIVE_CUSTOMER_UTILIZATION,6,1,,DEVICE_TYPE_FINAL,318.0,2026-06-27 04:08:42.094000+05:30
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_DEPLOY_AGGING_DF,6,1,,DEVICES,3326.0,2026-06-27 04:05:28.945000+05:30
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_DEPLOY_LR_AGGING_DF,6,1,,DEVICES,1076.0,2026-06-27 04:05:44.744000+05:30
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_DEPLOY_UFU_AGGING_DF,6,1,,DEVICES,2784.0,2026-06-27 04:05:37.729000+05:30
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_DEPLOY_USU_AGGING_DF,6,1,,DEVICES,2020.0,2026-06-27 04:05:34.075000+05:30
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_FRESH_DF,6,1,,DEVICE_ID,248242.0,2026-06-27 04:05:25.343000+05:30
PUBLIC,INVESTOR_MIS_DEVICES_DATA_UDHAM_REVANUE_GENERATING_UTILIZATION,6,1,,DEVICE_TYPE_FINAL,318.0,2026-06-27 04:12:09.833000+05:30
PUBLIC,KAPTURE_PARTNER_TICKETS_REPORT,6,3,,"DEVICE_ID, CUSTOMER_DEVICE_ID, DEVICE_ID_1",468112.0,2026-06-27 13:15:02.784000+05:30
PUBLIC,KAPTURE_PARTNER_TICKETS_REPORT_NEW,6,3,,"DEVICE_ID, CUSTOMER_DEVICE_ID, DEVICE_ID_1",253010.0,2026-06-04 14:44:03.209000+05:30
PUBLIC,LOST_DEVICES_16_15_CYCLE,6,1,,device_id,3503095.0,2026-06-16 10:43:58.482000+05:30
PUBLIC,LOST_DEVICES_16_TO_15,6,1,,device_id,10872.0,2025-07-16 11:15:00.445000+05:30
PUBLIC,LOST_DEVICES_DAY_ON_DAY,6,1,,DEVICE_ID,114.0,2026-01-28 16:35:08.650000+05:30
PUBLIC,LOST_DEVICES_LAST_MONTH,6,1,,DEVICE_ID,12805.0,2026-02-01 11:04:50.484000+05:30
PUBLIC,LOST_DEVICES_last_month,6,1,,device_id,51383.0,2026-03-02 12:53:47.698000+05:30
PUBLIC,LOST_DEVICES_last_month_for_himanshu,6,1,,device_id,2355.0,2026-01-13 16:35:09.042000+05:30
PUBLIC,OLD_BUSINESS_DEVICES,6,1,,DEVICE_ID,7900.0,2025-06-20 15:46:01.332000+05:30
PUBLIC,OPS_WRITTEN_OFF_REFUNDED_DEVICES,6,1,,DEVICE_ID,1748.0,2025-08-26 18:21:31.182000+05:30
PUBLIC,PARTNER_APP_DEVICE_DETAILS,6,1,,DEVICE_ID,306387.0,2026-01-06 08:39:07.057000+05:30
PUBLIC,PYROPS_GRN_RAW,6,3,,"SERIALNO, ITEMSERIALNO, DEVICEMAC",235045.0,2025-12-29 15:41:23.721000+05:30
PUBLIC,PYROPS_INBOUND_DATA__INWARD,6,3,,"SERIALNO, ITEMSERIALNO, DEVICEMAC",249942.0,2026-06-17 22:39:37.869000+05:30
PUBLIC,PYROPS_INBOUND_DATA__SALES_RETURN,6,3,,"SERIALNO, ITEMSERIALNO, DEVICEMAC",69712.0,2026-06-17 22:44:24.597000+05:30
PUBLIC,PYROPS_INBOUND_DATA__TRANSFER_RECEIPT,6,3,,"SERIALNO, ITEMSERIALNO, DEVICEMAC",20695.0,2026-06-17 22:47:26.068000+05:30
PUBLIC,PYROPS_WIOM_SALE_RETURN_REPORT,6,3,,"DEVICE_ID, DEVICE_MAC, DEVICE_SERIAL",38989.0,2026-06-27 09:50:18.782000+05:30
PUBLIC,PYROPS_WIOM_SALE_RETURN_REPORT_DUMP,6,3,,"SERIALNO, DEVICEMAC, DEVICESERIAL",36208.0,2025-12-08 14:08:42.816000+05:30
PUBLIC,RENEWALS_MODEL,6,3,,"ROUTER_NAS_ID, DEVICE_ID, DEVICE_LIMIT",8946059.0,2026-06-27 07:11:14.694000+05:30
PUBLIC,RENEWALS_MODEL_PRE_MIGRATION,6,3,,"ROUTER_NAS_ID, DEVICE_ID, DEVICE_LIMIT",7995525.0,2026-03-23 15:35:09.285000+05:30
PUBLIC,RETIRED_DEVICES,6,1,,DEVICE_ID,175699.0,2025-06-20 15:42:41.727000+05:30
PUBLIC,RR_CALLS_DATA_DUMP,6,3,,"DEVICE_ID, DEVICE_LATITUDE, DEVICE_LONGITUDE",68076.0,2025-12-27 05:55:29.040000+05:30
PUBLIC,RR_VISITS_DATA_DUMP,6,3,,"DEVICE_ID, DEVICE_LATITUDE, DEVICE_LONGITUDE",38222.0,2025-12-27 05:55:40.061000+05:30
PUBLIC,STG_INVENTORY_MODEL_DEVICE_AUDIT,6,1,,DEVICE_ID,nan,2026-05-28 17:13:35.578000+05:30
PUBLIC,TEMP_DEVICES,6,1,,DEVICE_ID,18042.0,2026-03-28 13:12:34.563000+05:30
PUBLIC,TEMP_DEVICES2,6,1,,DEVICE_ID,94590.0,2026-03-28 13:17:08.220000+05:30
PUBLIC,TRADED_DEVICE_2026,6,1,,DEVICE_ID,258.0,2026-01-19 16:12:01.689000+05:30
PUBLIC,TRADED_DEVICE_MUMBAI_SERIAL_NO,6,1,,SERIAL_NO,1004.0,2026-01-19 14:49:28.506000+05:30
PUBLIC,TRADED_DEVICE_SAKET,6,1,,DEVICE_ID,8700.0,2026-01-19 14:47:47.256000+05:30
PUBLIC,T_DEVICE_AUDIT_LEAD_LAG_LOCATIONS,6,1,,DEVICE_ID,96354025.0,2026-06-27 03:15:59.403000+05:30
PUBLIC,T_DEVICE_AUDIT_LEAD_LAG_LOCATIONS_PRE_MIGRATION,6,1,,DEVICE_ID,96626331.0,2026-03-23 13:12:20.710000+05:30
PUBLIC,T_DEVICE_AUDIT_LEAD_LAG_LOCATIONS_V1,6,1,,DEVICE_ID,98892529.0,2026-06-27 03:15:31.185000+05:30
PUBLIC,T_DEVICE_AUDIT_LEAD_LAG_LOCATIONS_V2,6,1,,DEVICE_ID,2472816.0,2026-06-27 03:05:08.231000+05:30
PUBLIC,T_INVENTORY,6,3,,"DEVICE_ID, MAC, SERIAL",135082.0,2026-06-27 12:46:09.676000+05:30
PUBLIC,T_INVENTORY_REQUEST,6,3,,"ROUTER_QUANTITY, APPROVED_ROUTER_QUANTITY, DEVICE_TYPE",35505.0,2026-06-27 13:41:15.607000+05:30
PUBLIC,T_ROUTER_BANDWIDTH,6,11,,TIMESTAMP,980353.0,2026-06-27 12:46:16.900000+05:30
PUBLIC,UNUSABLE_DEVICE_DATE,6,1,,DEVICE_ID,81051.0,2026-06-17 14:06:59.044000+05:30
PUBLIC,UNUSABLE_DEVICE_DATE_FOR_MIS,6,1,,DEVICE_ID,80831.0,2026-06-27 06:45:15.746000+05:30
PUBLIC,VW_PYROPS_INWARD_AS_TABLE2,6,3,,"SERIALNO, ITEMSERIALNO, DEVICEMAC",nan,2026-02-25 12:25:19.104000+05:30
PUBLIC,V_DEVICE_LAST_PING,6,1,,DEVICE_ID,nan,2026-03-23 13:18:34.185000+05:30
PUBLIC,WAREHOUSE_PHYSICAL_TRACKING,6,3,,"SERIAL_NO, DEVICE_ID, DEVICE_MODEL",294894.0,2026-02-16 19:34:16.367000+05:30
PUBLIC,WRITTEN_OFF_DEVICES,6,1,,DEVICE_ID,35850.0,2026-06-27 01:05:04.641000+05:30
PUBLIC,_PIPEDREAM_DEVICE_SWAP_PTL,6,1,,DEVICE_ID,195744.0,2026-06-27 12:50:08.585000+05:30
PUBLIC,_PIPEDREAM_PSF_MOM_RECEIVED_DEVICES,6,1,,DEVICES,19994.0,2026-06-27 06:30:12.610000+05:30
PUBLIC,device_invoice_serial_number_wise,6,1,,serial,49300.0,2025-07-04 13:18:17.377000+05:30
PUBLIC,pyrops_grn_raw,6,3,,"SerialNo, ItemSerialNo, DeviceMAC",160335.0,2025-07-03 17:44:14.986000+05:30
PUBLIC,written_off_devices_legacy,6,1,,device_id,31533.0,2026-04-27 18:04:41.334000+05:30
DBT,CUSTOMER_PROFILE,4,2,,"ROUTER_NAS_ID_INSTALLATION, ROUTER_NAS_ID_CURRENT",4241896.0,2026-04-01 13:12:58.496000+05:30
DBT,CUSTOMER_PROFILE_MODEL,4,2,,"ROUTER_NAS_ID_INSTALLATION, ROUTER_NAS_ID_CURRENT",4235456.0,2026-04-01 13:28:10.757000+05:30
DBT,DAILY_DATA_USAGE,4,2,,"ROUTERMAC, TOTAL_CONNECTED_DEVICES_DAILY",121195624.0,2026-06-27 12:54:14.582000+05:30
DBT,FCT_BOOKING_WINDOW,4,2,,"VALIDATE_ROUTER_TIME, DEVICE_READY_TIME",15965.0,2026-06-27 13:12:44.658000+05:30
DBT,FCT_PING_ACTIVE_PCT,4,2,,"PING_ACTIVE_DEVICES, PLAN_ACTIVE_DEVICES",105.0,2026-06-27 13:04:30.607000+05:30
DBT,HOURLY_USAGE_PRORATED,4,2,,"ROUTERMAC, TOTAL_CONNECTED_DEVICES_HOURLY",1692736799.0,2026-06-27 12:51:04.669000+05:30
DBT,INT_MICRO_FUNNEL,4,2,,"VALIDATE_ROUTER_TIME, DEVICE_READY_TIME",15965.0,2026-06-27 13:07:44.651000+05:30
DBT,PROFILE_LEAD_MODEL,4,2,,"ROUTER_NAS_ID, DEVICE_ID",4538820.0,2026-06-27 13:12:38.183000+05:30
DBT,RMA_MODEL,4,2,,"RTV_SERIALNO, GRN_SERIALNO",15917.0,2026-06-26 12:47:46.967000+05:30
DBT,SECONDARY_TABLE_DE,4,2,,"DEVICE_LIMIT, ROUTER_NAS_ID",25543261.0,2026-06-27 12:48:18.131000+05:30
DBT,SERVICE_TICKET_MODEL,4,2,,"ROUTER_NAS_ID, DEVICE_ID",2601233.0,2026-06-27 12:50:04.569000+05:30
DBT,STG_TRUM_FILTERED,4,2,,"ROUTER_NAS_ID, DEVICE_LIMIT",nan,2026-06-10 14:03:05.558000+05:30
DYNAMODB,PARTNER_TAX_DETAILS,4,2,,"ROUTER_RENT, DEVICE_ID",1355692.0,2026-05-01 09:23:32.097000+05:30
DYNAMODB,T_TRANSACTIONS,4,2,,"DEVICE_IDS, DEVICE_PERCENTAGE",130067.0,2026-06-16 22:52:47.850000+05:30
PUBLIC,CT_PARTNER_ISP_RECHARGE_EVENTS_MV,4,2,,"DEVICE_OS, DEVICE_BRAND",309532.0,2026-06-22 21:07:30.757000+05:30
PUBLIC,CUSTOMERVANILLA,4,2,,"DEVICE_ID, OLD_DEVICE_ID",95499.0,2025-06-05 16:43:29.707000+05:30
PUBLIC,CUSTOMERVANILLA_AUDIT,4,2,,"DEVICE_ID, OLD_DEVICE_ID",36252106.0,2026-06-27 13:15:54.031000+05:30
PUBLIC,CUSTOMERVANILLA_AUDIT_BKP,4,2,,"DEVICE_ID, OLD_DEVICE_ID",24432409.0,2025-08-21 17:33:03.089000+05:30
PUBLIC,CUSTOMER_BEHAVIORAL_PROFILE,4,2,,"ROUTER_NAS_ID, DEVICES_AVG",263069.0,2026-03-16 13:06:13.720000+05:30
PUBLIC,CUSTOMER_BEHAVIORAL_PROFILE_DAILY,4,2,,"ROUTER_NAS_ID, DEVICES_AVG",2155384.0,2026-06-27 02:00:06.202000+05:30
PUBLIC,CUSTOMER_PROFILE_MODEL,4,2,,"ROUTER_NAS_ID_INSTALLATION, ROUTER_NAS_ID_CURRENT",4629581.0,2026-06-27 07:11:51.648000+05:30
PUBLIC,CUSTOMER_PROFILE_MODEL_PRE_MIGRATION,4,2,,"ROUTER_NAS_ID_INSTALLATION, ROUTER_NAS_ID_CURRENT",4238340.0,2026-03-23 15:46:33.387000+05:30
PUBLIC,DAILY_DATA_USAGE_DT,4,2,,"MAC, ROUTER_MAC",6889715953.0,2026-06-27 13:18:01.922000+05:30
PUBLIC,DAILY_USAGE_L1,4,2,,"ROUTERMAC, TOTAL_CONNECTED_DEVICES_DAILY",53115003.0,2026-03-25 02:34:02.541000+05:30
PUBLIC,DAILY_USAGE_L1_DT,4,2,,"ROUTERMAC, TOTAL_CONNECTED_DEVICES_DAILY",55191394.0,2026-03-09 15:50:19.997000+05:30
PUBLIC,DUMMY_ROUTER_USER_MAPPING_STREAM_I2E1,4,1,,,0.0,2025-12-17 05:30:16.819000+05:30
PUBLIC,DUMMY_ROUTER_USER_MAPPING_STREAM_SHARD_01,4,1,,,0.0,2025-12-17 05:30:18.634000+05:30
PUBLIC,FINAL_AGG,4,2,,"DEVICE_ID, DEVICE_TYPE",0.0,2026-01-13 07:59:04.355000+05:30
PUBLIC,INSTALL_BASE_DATA_DUMMY,4,2,,"DEVICE_TYPE, DEVICE_AGE",14713.0,2025-11-18 17:45:24.100000+05:30
PUBLIC,ISP_RANKING_ANIRRUDH,4,2,,"ACTIVE_DEVICESS, Unique devices with outage (15 days)",149.0,2026-01-20 16:52:33.378000+05:30
PUBLIC,PARTNER_APP_EVENTS_SUMMARY_DUMMY,4,2,,"DEVICE_TYPE, DEVICE_AGE",19.0,2026-01-27 20:56:54.672000+05:30
PUBLIC,PROFILE_LEAD_MODEL,4,2,,"ROUTER_NAS_ID, DEVICE_ID",4622409.0,2026-06-27 13:41:53.940000+05:30
PUBLIC,PROFILE_LEAD_MODEL_CSP_TEST,4,2,,"ROUTER_NAS_ID, DEVICE_ID",4262174.0,2026-06-11 11:42:52.107000+05:30
PUBLIC,PROFILE_LEAD_MODEL_OLD,4,2,,"ROUTER_NAS_ID, DEVICE_ID",4264266.0,2026-06-15 12:30:07.001000+05:30
PUBLIC,PROFILE_LEAD_MODEL_PRE_MIGRATION,4,2,,"ROUTER_NAS_ID, DEVICE_ID",4232175.0,2026-03-23 12:20:16.246000+05:30
PUBLIC,PROFILE_LEAD_MODEL_TEST,4,2,,"ROUTER_NAS_ID, DEVICE_ID",4614899.0,2026-06-15 13:28:25.632000+05:30
