TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,ORDINAL_POSITION
DYNAMODB,SECONDARY_SIGNAL_ROUTER_PLAN_INFO,TOTAL_PAID,NUMBER,32
DYNAMODB,SECONDARY_SIGNAL_ROUTER_PLAN_INFO,PLAN_AMOUNT,NUMBER,33
DYNAMODB,SECONDARY_SIGNAL_ROUTER_PLAN_INFO,AUTH_STATE,NUMBER,34
DYNAMODB,SECONDARY_SIGNAL_ROUTER_PLAN_INFO,UPDATE_AT,TIMESTAMP_TZ,36
DYNAMODB,SECONDARY_SIGNAL_ROUTER_PLAN_INFO,PLAN_NAME,TEXT,37
DYNAMODB,SECONDARY_SIGNAL_ROUTER_PLAN_INFO,FLOW,TEXT,39
DYNAMODB,SECONDARY_SIGNAL_ROUTER_PLAN_INFO,PLAN_INCREASED_IN_SEC,NUMBER,40
DYNAMODB,TASKS_ROUTER_CONNECTIONS_AUDIT,ID,NUMBER,1
DYNAMODB,TASKS_ROUTER_CONNECTIONS_AUDIT,_FIVETRAN_SYNCED,TIMESTAMP_TZ,2
DYNAMODB,TASKS_ROUTER_CONNECTIONS_AUDIT,DATA,VARIANT,3
DYNAMODB,TASKS_ROUTER_CONNECTIONS_AUDIT,_FIVETRAN_DELETED,BOOLEAN,4
DYNAMODB,TASKS_ROUTER_CONNECTIONS_AUDIT,RESPONSE_DATA,VARIANT,5
DYNAMODB,TASKS_ROUTER_CONNECTIONS_AUDIT,PARTNER_ID,NUMBER,6
DYNAMODB,TASKS_ROUTER_CONNECTIONS_AUDIT,CREATED,TIMESTAMP_TZ,7
DYNAMODB,TASKS_ROUTER_CONNECTIONS_AUDIT,REQUEST_PAYLOAD,VARIANT,8
DYNAMODB,TASK_PERFORMANCE,CUSTOMER_DEVICE_ID,TEXT,6
DYNAMODB,T_TRANSACTIONS,DEVICE_IDS,VARIANT,25
DYNAMODB,T_TRANSACTIONS,DEVICE_PERCENTAGE,NUMBER,27
DYNAMODB,USER_ACTIVITY,MAC,TEXT,1
PUBLIC,ACTIVE_CUST,DEVICE_ID,TEXT,5
PUBLIC,ACTIVE_CUST,OPTICAL_POWER_RX,TEXT,16
PUBLIC,ACTIVE_CUST,OPTICAL_POWER_TX,TEXT,17
PUBLIC,ACTIVE_CUST,DEVICE_TYPE,TEXT,21
PUBLIC,AUTOPAY_PAYMENT_HEALTH_DAILY,D1_SIGNAL,TEXT,11
PUBLIC,AUTOPAY_PAYMENT_HEALTH_DAILY,SIGNAL,TEXT,20
PUBLIC,AUTOPAY_PAYMENT_HEALTH_WEEKLY,SIGNAL,TEXT,14
PUBLIC,B2I_FUNNEL_PBI,DEVICE_PHOTO_AT,TIMESTAMP_NTZ,28
PUBLIC,B2I_NEW,TAT_SHARED_TO_VALIDATE_ROUTER_MINS,NUMBER,55
PUBLIC,B2I_NEW,VALIDATE_ROUTER_TIME,TIMESTAMP_NTZ,56
PUBLIC,B2I_NEW,TAT_WIFI_TO_DEVICE_READY_MINS,NUMBER,59
PUBLIC,B2I_NEW,DEVICE_READY_TIME,TIMESTAMP_NTZ,60
PUBLIC,B2I_NEW,TAT_DEVICE_READY_TO_CONN_MINS,NUMBER,61
PUBLIC,B2I_NEW,TAT_CONN_TO_DEVICE_PHOTO_MINS,NUMBER,63
PUBLIC,B2I_NEW,DEVICE_PHOTO_TIME,TIMESTAMP_NTZ,64
PUBLIC,B2I_NEW,TAT_DEVICE_PHOTO_TO_SPEED_TEST_MINS,NUMBER,65
PUBLIC,BACKUP_KAPTURE_PARTNER_TICKETS_REPORT_6_MAY,DEVICE_ID,TEXT,69
PUBLIC,BACKUP_KAPTURE_PARTNER_TICKETS_REPORT_6_MAY,CUSTOMER_DEVICE_ID,TEXT,76
PUBLIC,BACKUP_KAPTURE_PARTNER_TICKETS_REPORT_6_MAY,DEVICE_ID_1,TEXT,99
PUBLIC,BANDSTEERING_DAILY,DEVICEID,TEXT,1
PUBLIC,BOOKINGVANILLA,DEVICE_ID,TEXT,40
PUBLIC,BOOKINGVANILLA,DEVICE,TEXT,130
PUBLIC,BOOKINGVANILLA,ROUTERMAC,TEXT,132
PUBLIC,BOOKINGVANILLA,DEVICEID,TEXT,133
PUBLIC,BOOKINGVANILLA_AUDIT,DEVICE_ID,TEXT,40
PUBLIC,BOOKINGVANILLA_AUDIT,DEVICE,TEXT,130
PUBLIC,BOOKINGVANILLA_AUDIT,ROUTERMAC,TEXT,132
PUBLIC,BOOKINGVANILLA_AUDIT,DEVICEID,TEXT,133
PUBLIC,BOOKINGVANILLA_AUDIT_HISTORY_BEFORE_2024_02_01,DEVICE_ID,TEXT,40
PUBLIC,BOOKINGVANILLA_AUDIT_HISTORY_BEFORE_2024_02_01,DEVICE,TEXT,130
PUBLIC,BOOKINGVANILLA_AUDIT_HISTORY_BEFORE_2024_02_01,ROUTERMAC,TEXT,132
PUBLIC,BOOKINGVANILLA_AUDIT_HISTORY_BEFORE_2024_02_01,DEVICEID,TEXT,133
PUBLIC,BOOKINGVANILLA_AUDIT_TEST_DE,DEVICE_ID,TEXT,40
PUBLIC,BOOKINGVANILLA_AUDIT_TEST_DE,DEVICE,TEXT,130
PUBLIC,BOOKINGVANILLA_AUDIT_TEST_DE,ROUTERMAC,TEXT,132
PUBLIC,BOOKINGVANILLA_AUDIT_TEST_DE,DEVICEID,TEXT,133
PUBLIC,BOOKINGVANILLA_TEST_DE,DEVICE_ID,TEXT,40
PUBLIC,BOOKINGVANILLA_TEST_DE,DEVICE,TEXT,130
PUBLIC,BOOKINGVANILLA_TEST_DE,ROUTERMAC,TEXT,132
PUBLIC,BOOKINGVANILLA_TEST_DE,DEVICEID,TEXT,133
PUBLIC,BOOKING_DEVICE_DAILY_TEST,DEVICE_ID,TEXT,2
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_DF,ROUTER_NAS_ID,NUMBER,3
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_DF,DEVICE_ID,TEXT,5
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_DF1,ROUTER_NAS_ID,NUMBER,2
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_DF1_NEW,ROUTER_NAS_ID,NUMBER,2
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_DF1_PRE_MIGRATION,ROUTER_NAS_ID,NUMBER,2
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_RAW_CUSTOMER_CHURN,DEVICE_ID,TEXT,5
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_RAW_CUSTOMER_CHURN,DEVICE_LOCATION,TEXT,11
PUBLIC,CHURN_DEVICE_DASHBOARD_SF_TRANSITIONS,DEVICE_ID,TEXT,3
PUBLIC,CHURN_FACT_TABLE,ROUTER_NAS_ID,NUMBER,2
PUBLIC,COMBINED_T_WG_CUSTOMER,DEVICE_ID,TEXT,6
PUBLIC,COMPANY_B_CONNECTION_CONNECTION_FUNNEL_WTD,Signal,TEXT,9
PUBLIC,COMPANY_B_MIGRATION_DAILY,Signal,TEXT,9
PUBLIC,COMPANY_B_MIGRATION_NEW_VS_MIGR,Signal,TEXT,5
PUBLIC,COMPANY_B_MIGRATION_PLAN_RENEWALS,SIGNAL,TEXT,9
PUBLIC,COMPANY_B_WAR_ROOM_LAYER3,Signal,TEXT,9
PUBLIC,COMPLAINTS_NQT,DEVICE_ID,TEXT,14
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,ID,NUMBER,1
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,PARTNER_SIGNAL_ID,NUMBER,2
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,SIGNAL_CODE,TEXT,3
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,PERIOD,TEXT,4
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,PARTNER_ACCOUNT_ID,NUMBER,5
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,CUSTOMER_MOBILE,TEXT,6
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,CUSTOMER_ACCOUNT_ID,NUMBER,7
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,DEVICE_ID,TEXT,8
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,NAS_ID,TEXT,9
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,METRIC_VALUE,FLOAT,10
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,EVIDENCE,TEXT,11
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,RAW_DATA,VARIANT,12
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,GENERATED_AT,TIMESTAMP_NTZ,13
PUBLIC,COMPLIANCE_CUSTOMER_SIGNALS,BATCH_ID,TEXT,14
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,ID,NUMBER,1
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,SIGNAL_CODE,TEXT,2
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,PERIOD,TEXT,3
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,PARTNER_ACCOUNT_ID,NUMBER,4
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,PARTNER_NAME,TEXT,5
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,CLUSTER,TEXT,6
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,CITY,TEXT,7
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,METRIC_VALUE,FLOAT,8
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,PEER_BENCHMARK,FLOAT,9
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,SEVERITY,TEXT,10
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,EVIDENCE,TEXT,11
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,CUSTOMER_COUNT,NUMBER,12
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,RAW_DATA,VARIANT,13
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,GENERATED_AT,TIMESTAMP_NTZ,14
PUBLIC,COMPLIANCE_PARTNER_SIGNALS,BATCH_ID,TEXT,15
PUBLIC,COMPLIANCE_SIGNAL_REGISTRY,SIGNAL_CODE,TEXT,1
PUBLIC,COMPLIANCE_SIGNAL_REGISTRY,NAME,TEXT,2
PUBLIC,COMPLIANCE_SIGNAL_REGISTRY,RESPONSIBILITY,TEXT,3
PUBLIC,COMPLIANCE_SIGNAL_REGISTRY,DESCRIPTION,TEXT,4
PUBLIC,COMPLIANCE_SIGNAL_REGISTRY,SQL_PROCEDURE,TEXT,5
PUBLIC,COMPLIANCE_SIGNAL_REGISTRY,IS_ACTIVE,BOOLEAN,6
PUBLIC,COMPLIANCE_SIGNAL_REGISTRY,ADDED_AT,TIMESTAMP_NTZ,7
PUBLIC,CONNECTION_FUNNEL_EXCL_CANCEL_WTD,SIGNAL,TEXT,9
PUBLIC,CTP_TICKET_INSTALL_REWARDCLAIM,DEVICE_BRAND,TEXT,5
PUBLIC,CTP_TICKET_INSTALL_REWARDCLAIM,DEVICE_MODEL,TEXT,6
PUBLIC,CTP_TICKET_INSTALL_REWARDCLAIM,DEVICE_NAME,TEXT,7
PUBLIC,CT_CUSTOMER_APP_EVENTS_MV,SUGGESTED_NETBOX_NAME_SELECTED,TEXT,90
PUBLIC,CT_CUSTOMER_APP_LAUNCH,DEVICE_ID,TEXT,2
PUBLIC,CT_CUSTOMER_APP_LAUNCH_1,DEVICE_ID,TEXT,2
PUBLIC,CT_CUSTOMER_CLICK_PAYG_PLANS_MV,DEVICE_ID,TEXT,4
PUBLIC,CT_CUSTOMER_HOME_PAGE_LOAD,DEVICE_ID,TEXT,2
PUBLIC,CT_CUSTOMER_HOME_PAGE_LOAD_1,DEVICE_ID,TEXT,2
PUBLIC,CT_CUSTOMER_PAGE_LOAD_MV,DEVICE_ID,TEXT,2
PUBLIC,CT_CUSTOMER_PAYG_MIGRATION_EVENTS_MV,DEVICE_ID,TEXT,12
PUBLIC,CT_CUSTOMER_PAYG_PAYMENT_EVENTS_MV,DEVICE_ID,TEXT,8
PUBLIC,CT_PARTENER_ISP_RECHARGE_VALIDATION,DEVICE_BRAND,TEXT,10
PUBLIC,CT_PARTENER_ISP_RECHARGE_VALIDATION,DEVICE_ID,TEXT,11
PUBLIC,CT_PARTENER_ISP_RECHARGE_VALIDATION,DEVICE_MODEL,TEXT,12
PUBLIC,CT_PARTENER_ISP_RECHARGE_VALIDATION,DEVICE_NAME,TEXT,13
PUBLIC,CT_PARTNER_APP_LAUNCH,DEVICE_BRAND,TEXT,6
PUBLIC,CT_PARTNER_APP_LAUNCH,DEVICE_MODEL,TEXT,7
PUBLIC,CT_PARTNER_APP_LAUNCH,DEVICE_NAME,TEXT,8
PUBLIC,CT_PARTNER_BOOKING_TO_INSTALL_MV,DEVICE_MODEL,TEXT,6
PUBLIC,CT_PARTNER_BOOKING_TO_INSTALL_MV,DEVICE_NAME,TEXT,14
PUBLIC,CT_PARTNER_BOOKING_TO_INSTALL_MV,DEVICE_BRAND,TEXT,24
PUBLIC,CT_PARTNER_BOOKING_TO_INSTALL_MV,DEVICE_ID,TEXT,102
PUBLIC,CT_PARTNER_BOOKING_TO_INSTALL_MV,ISXIAOMIDEVICE,TEXT,231
PUBLIC,CT_PARTNER_BOOKING_TO_INSTALL_MV,ISANDROIDGODEVICE,TEXT,240
PUBLIC,CT_PARTNER_BOOKING_TO_INSTALL_MV,ROUTER,TEXT,276
PUBLIC,CT_PARTNER_CSP_EDUCATION_EVENTS_MV,DEVICE_BRAND,TEXT,15
PUBLIC,CT_PARTNER_CSP_EDUCATION_EVENTS_MV,DEVICE_NAME,TEXT,16
PUBLIC,CT_PARTNER_CSP_EDUCATION_EVENTS_MV,DEVICE_MODEL,TEXT,17
PUBLIC,CT_PARTNER_CSP_EVENTS_MV,DEVICE_BRAND,TEXT,22
PUBLIC,CT_PARTNER_CSP_EVENTS_MV,DEVICE_MODEL,TEXT,23
PUBLIC,CT_PARTNER_CSP_EVENTS_MV,DEVICE_NAME,TEXT,24
PUBLIC,CT_PARTNER_CSP_EVENTS_MV,ISANDROIDGODEVICE,TEXT,43
PUBLIC,CT_PARTNER_CSP_EVENTS_MV,ISXIAOMIDEVICE,TEXT,45
PUBLIC,CT_PARTNER_FPN_MV,DEVICE_BRAND,TEXT,22
PUBLIC,CT_PARTNER_FPN_MV,DEVICE_MODEL,TEXT,23
PUBLIC,CT_PARTNER_FPN_MV,DEVICE_NAME,TEXT,24
PUBLIC,CT_PARTNER_FPN_MV,ISANDROIDGODEVICE,TEXT,43
PUBLIC,CT_PARTNER_FPN_MV,ISXIAOMIDEVICE,TEXT,45
PUBLIC,CT_PARTNER_ISP_RECHARGE_EVENTS_MV,DEVICE_OS,TEXT,57
PUBLIC,CT_PARTNER_ISP_RECHARGE_EVENTS_MV,DEVICE_BRAND,TEXT,58
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,TIMESTAMP,TEXT,1
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,EVENT_NAME,TEXT,2
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,ACCOUNT_NAME,TEXT,3
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,AGE,TEXT,4
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,ANDROID_VERSION,TEXT,5
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,APP_LANGUAGE,TEXT,6
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,APP_NAME,TEXT,7
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,APP_VERSION,TEXT,8
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,CX_MOBILE,TEXT,9
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,DEVICE_BRAND,TEXT,10
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,DEVICE_ID,TEXT,11
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,DEVICE_MODEL,TEXT,12
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,DEVICE_NAME,TEXT,13
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,EMAIL,TEXT,14
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,IDENTITY_,TEXT,15
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,INFO_,TEXT,16
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,NO_OF_ROHITS,TEXT,17
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,PARTNER_ACCOUNT_ID,TEXT,18
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,PARTNER_ID,TEXT,19
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,PARTNER_MOBILE,TEXT,20
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,PARTNER_NAME,TEXT,21
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,PARTNER_PLAN_TYPE,TEXT,22
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,PHONE,TEXT,23
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,SOURCE_,TEXT,24
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,SYSTEM_LANG,TEXT,25
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,TASK_ID,TEXT,26
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,TIMESTAMP_,TEXT,27
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,TYPE,TEXT,28
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,USER_ACCESS,TEXT,29
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,USER_ID,TEXT,30
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,TIMER_COUNT,TEXT,31
PUBLIC,CT_PARTNER_ISP_ROUTER_MV,ERROR_VALUE,TEXT,32
PUBLIC,CT_PARTNER_NEW_GLOBAL_OCR_MV,DEVICE_BRAND,TEXT,12
PUBLIC,CT_PARTNER_NEW_GLOBAL_OCR_MV,DEVICE_NAME,TEXT,13
PUBLIC,CT_PARTNER_NEW_GLOBAL_OCR_MV,DEVICE_MODEL,TEXT,14
PUBLIC,CT_PARTNER_NEW_GLOBAL_OCR_MV,DEVICEID,TEXT,22
PUBLIC,CT_TV_TEMP,DEVICE_ID,TEXT,24
PUBLIC,CT_TV_TEMP,DEVICE_PERFORMANCE_TIER,TEXT,25
PUBLIC,CT_TV_TEMP,WIFI_RSSI_DBM,TEXT,94
PUBLIC,CUSTOMERVANILLA,DEVICE_ID,TEXT,42
PUBLIC,CUSTOMERVANILLA,OLD_DEVICE_ID,TEXT,72
PUBLIC,CUSTOMERVANILLA_AUDIT,DEVICE_ID,TEXT,42
PUBLIC,CUSTOMERVANILLA_AUDIT,OLD_DEVICE_ID,TEXT,72
PUBLIC,CUSTOMERVANILLA_AUDIT_BKP,DEVICE_ID,TEXT,42
PUBLIC,CUSTOMERVANILLA_AUDIT_BKP,OLD_DEVICE_ID,TEXT,72
PUBLIC,CUSTOMER_AUDIT,DEVICE_ID,TEXT,6
PUBLIC,CUSTOMER_BASE,LIVE_R25_DEVICES,TEXT,4
PUBLIC,CUSTOMER_BASE,PAYING_DEVICES,TEXT,6
PUBLIC,CUSTOMER_BASE,ACTIVE_R15_DEVICES,TEXT,8
PUBLIC,CUSTOMER_BASE_DBT,LIVE_R25_DEVICES,NUMBER,7
PUBLIC,CUSTOMER_BASE_DBT,PAYING_DEVICES,NUMBER,9
PUBLIC,CUSTOMER_BASE_DBT,ACTIVE_R15_DEVICES,NUMBER,11
PUBLIC,CUSTOMER_BASE_METRICS,LIVE_R25_DEVICES,NUMBER,7
PUBLIC,CUSTOMER_BASE_METRICS,PAYING_DEVICES,NUMBER,9
PUBLIC,CUSTOMER_BASE_METRICS,ACTIVE_R15_DEVICES,NUMBER,11
PUBLIC,CUSTOMER_BEHAVIORAL_PROFILE,ROUTER_NAS_ID,NUMBER,2
PUBLIC,CUSTOMER_BEHAVIORAL_PROFILE,DEVICES_AVG,NUMBER,25
PUBLIC,CUSTOMER_BEHAVIORAL_PROFILE_DAILY,ROUTER_NAS_ID,TEXT,3
PUBLIC,CUSTOMER_BEHAVIORAL_PROFILE_DAILY,DEVICES_AVG,FLOAT,26
PUBLIC,CUSTOMER_DATA_USAGE,DEVICE_ID,TEXT,3
PUBLIC,CUSTOMER_ENRICHED_DBT,DEVICE_ID,TEXT,4
PUBLIC,CUSTOMER_MIGRATION_TABLE,DEVICE_ID,TEXT,2
PUBLIC,CUSTOMER_PROFILE_MODEL,ROUTER_NAS_ID_INSTALLATION,NUMBER,19
PUBLIC,CUSTOMER_PROFILE_MODEL,ROUTER_NAS_ID_CURRENT,NUMBER,25
PUBLIC,CUSTOMER_PROFILE_MODEL_PRE_MIGRATION,ROUTER_NAS_ID_INSTALLATION,NUMBER,19
PUBLIC,CUSTOMER_PROFILE_MODEL_PRE_MIGRATION,ROUTER_NAS_ID_CURRENT,NUMBER,25
PUBLIC,CUSTOMER_QUEUE_REPORTING_60DAYS,DEVICE_ID,TEXT,69
PUBLIC,CUSTOMER_QUEUE_REPORTING_60DAYS_NEW2,DEVICE_ID,TEXT,69
PUBLIC,CUSTOMER_SEGMENT,DEVICE_ID,TEXT,22
PUBLIC,CX_COMPLAINT_QUEUE_LAST60DAYS,Device ID,TEXT,69
PUBLIC,DAILY_DATA_USAGE_DT,MAC,TEXT,6
PUBLIC,DAILY_DATA_USAGE_DT,ROUTER_MAC,TEXT,8
PUBLIC,DAILY_USAGE_L1,ROUTERMAC,TEXT,3
PUBLIC,DAILY_USAGE_L1,TOTAL_CONNECTED_DEVICES_DAILY,NUMBER,7
PUBLIC,DAILY_USAGE_L1_DT,ROUTERMAC,TEXT,3
PUBLIC,DAILY_USAGE_L1_DT,TOTAL_CONNECTED_DEVICES_DAILY,NUMBER,7
PUBLIC,DEVICE_CHALLAN_MAPPING,DEVICE_ID,TEXT,2
PUBLIC,DEVICE_INVOICE_SERIAL_NUMBER_WISE,SERIAL,TEXT,1
PUBLIC,DEVICE_LEVEL_ACTIVE_COUNT,DEVICE_TYPE,TEXT,2
PUBLIC,DEVICE_RAW_AGG_DOD,DEVICE_TYPE,TEXT,2
PUBLIC,DEVICE_RAW_AGG_DOD,DEVICE_ID,NUMBER,15
PUBLIC,DEVICE_RAW_AGG_DOD,ROUTERS_AT_WH,NUMBER,18
PUBLIC,DEVICE_RAW_AGG_OKR_4A,DEVICE_TYPE,TEXT,2
PUBLIC,DEVICE_RAW_AGG_OKR_4A,DEVICE_ID,NUMBER,15
PUBLIC,DEVICE_RAW_AGG_OKR_4A,ROUTERS_AT_WH,NUMBER,18
PUBLIC,DEVICE_STATUS_FEB25,DEVICE_ID,TEXT,1
PUBLIC,DEVICE_STATUS_FEB25,DEVICE_STATUS,TEXT,3
PUBLIC,DUMMY_ROUTER_USER_MAPPING_STREAM_I2E1,ID,NUMBER,1
PUBLIC,DUMMY_ROUTER_USER_MAPPING_STREAM_SHARD_01,ID,NUMBER,1
PUBLIC,DUMMY_T_CONTROLLER_STREAM_I2E1,ROUTER_NAS_ID,NUMBER,1
PUBLIC,DUMMY_T_CONTROLLER_STREAM_SHARD_01,ROUTER_NAS_ID,NUMBER,1
PUBLIC,DYNAMODB_BOOKING_TEST_DE,DEVICE_ID,TEXT,12
PUBLIC,DYNAMODB_BOOKING_TEST_DE,ONT,NUMBER,42
PUBLIC,DYNAMODB_BOOKING_TEST_DE_DUMP,DEVICE_ID,TEXT,40
PUBLIC,DYNAMODB_BOOKING_TEST_DE_DUMP,DEVICE,TEXT,129
PUBLIC,DYNAMODB_BOOKING_TEST_DE_DUMP,ROUTERMAC,TEXT,131
PUBLIC,DYNAMODB_BOOKING_TEST_DE_DUMP,DEVICEID,TEXT,132
PUBLIC,DYNAMO_BOOKING,DEVICE_ID,TEXT,45
PUBLIC,DYNAMO_BOOKING,ONT,NUMBER,60
PUBLIC,DYNAMO_BOOKING_AUDIT,DEVICE_ID,TEXT,12
PUBLIC,DYNAMO_BOOKING_AUDIT,ONT,NUMBER,42
PUBLIC,DYNAMO_CUSTOMER,DEVICE_ID,TEXT,14
PUBLIC,DYNAMO_CUSTOMER_AUDIT,DEVICE_ID,TEXT,7
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,ENTRY_UNIX_EPOCH_TIME,NUMBER,1
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,NAS_ID,NUMBER,2
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,_FIVETRAN_SYNCED,TIMESTAMP_TZ,3
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,DATA,VARIANT,4
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,_FIVETRAN_DELETED,BOOLEAN,5
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,PLAN_START_TIME,TIMESTAMP_TZ,6
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,DATA_LIMIT,NUMBER,7
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,SOURCE,TEXT,8
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,LCO_ACCOUNT_ID,NUMBER,9
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,PLAN_AMOUNT,NUMBER,10
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,CASH_FEE,NUMBER,11
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,ENTRY_DATE,TIMESTAMP_TZ,12
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,TOTAL_PAID,NUMBER,13
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,CONNECTION,TEXT,14
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,TRANSACTION_ID,TEXT,15
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,CREATED_TIME,TIMESTAMP_TZ,16
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,FIRST_RECHARGE_TIME,TIMESTAMP_TZ,17
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,PAYMENT_MODE,TEXT,18
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,DEVICE_ID,TEXT,19
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,DEVICE_LIMIT,NUMBER,20
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,MOBILE,TEXT,21
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,OTP,TEXT,22
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,PLAN_INCREASED_IN_SEC,NUMBER,23
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,CHARGES,NUMBER,24
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,ACCOUNT_ID,NUMBER,25
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,TIME_PLAN,NUMBER,26
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,SPEED_MBPS,NUMBER,27
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,PLAN_ID,NUMBER,28
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,PLAN_END_TIME,TIMESTAMP_TZ,29
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO,IS_COMMISSION_ELIGIBLE,BOOLEAN,30
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,ENTRY_UNIX_EPOCH_TIME,NUMBER,1
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,NAS_ID,NUMBER,2
PUBLIC,DYNAMO_HOME_ROUTER_PLAN_INFO_AUDIT,_FIVETRAN_SYNCED,TIMESTAMP_TZ,3
