ROUTER_ROWS,RX_POWER_ROWS,TX_POWER_ROWS,VALID_RX_POWER_ROWS,VALID_TX_POWER_ROWS,ACTIVE_CUSTOMER_ROWS,ACTIVE_PLAN_ROWS,BOARD_RANGE_OOR_RX_ROWS,AVG_RX_POWER_DBM,MIN_RX_POWER_DBM,P10_RX_POWER_DBM,MEDIAN_RX_POWER_DBM,P90_RX_POWER_DBM,MAX_RX_POWER_DBM,AVG_TX_POWER_DBM,MIN_TX_POWER_DBM,MAX_TX_POWER_DBM
277956,9717,9717,9698,9687,97740,86164,2681,-21.9,-40.0,-28.0,-22.1,-15.4,3.16,2.22,-8.16,6.85
