FIRST_RESPONSE_BY,FIRST_RESPONSE_TIME,LAST_RESPONSE_BY,LAST_RESPONSE_TIME,FIRST_RESPONSE_SLA_WORKING_HOURS,FIRSRT_RESPONSE_SLA_NEW,FIRSRT_RESPONSE_SLA,FIRST_RESPONSE_DATE,CALLER_NO_8459450216_PARTNER_KE_PAAS_SHIFTING_TICKET_AAI_HAI_TICKET_PE_YE_NUMBER_MENTION_HAI_7053489100_OR_TICKET_PE_LIKHA_HAI_KI_PARTNER_IS_NOT_RESPONDING_AISA_KYU_HAI_BOL_RAHE_HAI,RAISED_ON_BUG_FRONT_TPS_9283_ISSUE_RESOLVED_PARTNER_WENT_TO_SHIFT_THE_CX_HENCE_CLOSING_THET_IFCKET,DEVICE_ID,CUSTOMER_DEVICE_ID,DEVICE_ID_1
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
,,,,00:00:00,,,,,,,,
