PARTNER_ROWS,TOTAL_DEVICES,TOTAL_ONTS,ACTIVE_ONTS,CHURNED_ONTS,PARTNER_OFFICE_ONTS,REPAIR_ONTS,PARTNER_RECOVERED_ONTS,TOTAL_ROUTERS,ACTIVE_ROUTERS,ACTIVE_CUSTOMERS_WITH_OPTICAL_POWER
1763,227169,200394,83984,30839,85502,69,0,26775,10028,84840
