ROWS_WITH_OPTICAL_POWER,AVG_OPTICAL_POWER,MIN_OPTICAL_POWER,P10_OPTICAL_POWER,MEDIAN_OPTICAL_POWER,P90_OPTICAL_POWER,MAX_OPTICAL_POWER
175281,-18.50,-102.00,-24.81,-19.39,0.00,6.33
