h3_id,eligible_devices,qualifying_events,events_1_to_3_hours,events_over_3_hours,worst_affected_devices,worst_affected_share,longest_event_minutes,latest_event_start_ist,latest_event_end_ist,severity
893dacd04c3ffff,5,2,1,1,4,0.8,310.0,2026-07-28 01:30:00,2026-07-28 06:40:00,over_3_hours
893dacd2693ffff,5,6,4,2,4,0.8,255.0,2026-07-14 01:10:00,2026-07-14 02:45:00,over_3_hours
893dacd3093ffff,9,2,1,1,7,0.7778,220.0,2026-07-17 10:50:00,2026-07-17 12:35:00,over_3_hours
893dacd309bffff,12,2,0,2,12,1.0,455.0,2026-07-17 08:25:00,2026-07-17 12:40:00,over_3_hours
893dacd30c3ffff,7,2,0,2,7,1.0,455.0,2026-07-17 08:50:00,2026-07-17 12:40:00,over_3_hours
893dacd30c7ffff,10,2,0,2,10,1.0,455.0,2026-07-17 08:25:00,2026-07-17 12:35:00,over_3_hours
893dacd30cbffff,13,1,1,0,12,0.9231,145.0,2026-07-10 05:30:00,2026-07-10 07:55:00,1_to_3_hours
893dacd30d3ffff,8,2,0,2,8,1.0,460.0,2026-07-17 08:50:00,2026-07-17 12:40:00,over_3_hours
893dacd30d7ffff,15,3,1,2,15,1.0,455.0,2026-07-21 11:20:00,2026-07-21 12:25:00,over_3_hours
893dacd30dbffff,11,2,0,2,10,0.9091,455.0,2026-07-17 08:55:00,2026-07-17 12:35:00,over_3_hours
893dacd3133ffff,6,1,0,1,6,1.0,235.0,2026-07-31 08:35:00,2026-07-31 12:30:00,over_3_hours
893dacd32c7ffff,5,2,0,2,4,0.8,545.0,2026-07-15 03:00:00,2026-07-15 08:45:00,over_3_hours
893dacd3627ffff,16,1,1,0,16,1.0,170.0,2026-07-10 05:25:00,2026-07-10 08:15:00,1_to_3_hours
893dae1102bffff,5,1,0,1,4,0.8,235.0,2026-07-26 01:15:00,2026-07-26 05:10:00,over_3_hours
893dae11387ffff,6,1,0,1,6,1.0,230.0,2026-07-26 01:15:00,2026-07-26 05:05:00,over_3_hours
893dae11397ffff,9,1,0,1,8,0.8889,230.0,2026-07-26 01:15:00,2026-07-26 05:05:00,over_3_hours
893dae11adbffff,7,2,2,0,5,0.7143,175.0,2026-07-23 19:00:00,2026-07-23 20:20:00,1_to_3_hours
8942db48a03ffff,18,2,0,2,18,1.0,3590.0,2026-07-15 02:45:00,2026-07-15 08:45:00,over_3_hours
8942db48a17ffff,5,1,0,1,4,0.8,3585.0,2026-07-06 08:05:00,2026-07-08 19:50:00,over_3_hours
8942db48a83ffff,13,2,0,2,13,1.0,3550.0,2026-07-15 02:45:00,2026-07-15 08:45:00,over_3_hours
8942db48a87ffff,23,3,1,2,20,0.8696,4530.0,2026-07-17 18:10:00,2026-07-17 20:15:00,over_3_hours
8942db48a8fffff,10,3,0,3,9,0.9,3550.0,2026-07-17 11:35:00,2026-07-17 16:15:00,over_3_hours
8942db48a97ffff,36,2,0,2,34,0.9444,3560.0,2026-07-15 02:45:00,2026-07-15 08:45:00,over_3_hours
8942db48aa3ffff,6,4,1,3,6,1.0,3630.0,2026-07-15 02:45:00,2026-07-15 08:40:00,over_3_hours
8942db48aabffff,5,2,0,2,5,1.0,3595.0,2026-07-15 02:45:00,2026-07-15 08:45:00,over_3_hours
8942db48b23ffff,8,2,0,2,8,1.0,3625.0,2026-07-15 02:45:00,2026-07-15 08:45:00,over_3_hours
8942db48c4bffff,11,3,0,3,11,1.0,4805.0,2026-07-15 02:45:00,2026-07-15 08:45:00,over_3_hours
8942db48c5bffff,7,3,0,3,7,1.0,3560.0,2026-07-15 02:45:00,2026-07-15 08:45:00,over_3_hours
8942db4d6c3ffff,5,4,2,2,4,0.8,3620.0,2026-07-17 11:05:00,2026-07-17 12:35:00,over_3_hours
89608a24b0fffff,11,1,1,0,8,0.7273,85.0,2026-07-23 13:45:00,2026-07-23 15:10:00,1_to_3_hours
89608a24b77ffff,7,1,1,0,7,1.0,95.0,2026-07-24 09:45:00,2026-07-24 11:20:00,1_to_3_hours
89608b0b60bffff,20,1,1,0,19,0.95,160.0,2026-07-04 15:00:00,2026-07-04 17:40:00,1_to_3_hours
89608b0b60fffff,5,1,1,0,5,1.0,160.0,2026-07-04 15:00:00,2026-07-04 17:40:00,1_to_3_hours
89608b0b613ffff,7,1,1,0,5,0.7143,85.0,2026-07-04 16:20:00,2026-07-04 17:45:00,1_to_3_hours
89608b0b61bffff,28,1,0,1,27,0.9643,245.0,2026-07-04 14:55:00,2026-07-04 19:00:00,over_3_hours
89608b0b6c7ffff,43,1,1,0,41,0.9535,85.0,2026-07-04 16:15:00,2026-07-04 17:40:00,1_to_3_hours
89608b45467ffff,5,2,1,1,4,0.8,305.0,2026-07-09 04:10:00,2026-07-09 06:45:00,over_3_hours
89608b45b43ffff,13,7,3,4,13,1.0,435.0,2026-07-26 11:50:00,2026-07-26 13:20:00,over_3_hours
89608b45b47ffff,11,7,3,4,11,1.0,440.0,2026-07-26 11:50:00,2026-07-26 13:20:00,over_3_hours
89608b45b4bffff,7,7,3,4,7,1.0,440.0,2026-07-26 11:50:00,2026-07-26 13:20:00,over_3_hours
89608b45b57ffff,6,6,2,4,6,1.0,435.0,2026-07-26 11:50:00,2026-07-26 13:20:00,over_3_hours
89608b45bcbffff,8,6,2,4,8,1.0,435.0,2026-07-26 11:50:00,2026-07-26 13:20:00,over_3_hours
89608b462dbffff,6,1,0,1,5,0.8333,355.0,2026-07-10 09:30:00,2026-07-10 15:25:00,over_3_hours
89608b46e63ffff,7,4,2,2,7,1.0,295.0,2026-07-21 19:00:00,2026-07-21 21:05:00,over_3_hours
89608b4db53ffff,12,2,1,1,11,0.9167,255.0,2026-07-07 05:20:00,2026-07-07 09:35:00,over_3_hours
89608b4dbc3ffff,5,7,6,1,5,1.0,330.0,2026-07-22 06:30:00,2026-07-22 07:55:00,over_3_hours
89608b4dbcbffff,21,1,1,0,19,0.9048,100.0,2026-07-06 09:55:00,2026-07-06 11:35:00,1_to_3_hours
89608b4e117ffff,13,1,1,0,11,0.8462,85.0,2026-07-10 10:50:00,2026-07-10 12:15:00,1_to_3_hours
89608b4e1afffff,5,1,0,1,4,0.8,515.0,2026-07-08 01:00:00,2026-07-08 09:35:00,over_3_hours
89608b4e587ffff,7,1,1,0,7,1.0,100.0,2026-07-06 09:55:00,2026-07-06 11:35:00,1_to_3_hours
89608b4ecbbffff,5,1,0,1,5,1.0,1760.0,2026-07-06 10:55:00,2026-07-07 16:15:00,over_3_hours
89608b50923ffff,20,1,1,0,15,0.75,175.0,2026-07-19 13:10:00,2026-07-19 16:05:00,1_to_3_hours
89608b50927ffff,10,3,2,1,10,1.0,295.0,2026-07-18 06:00:00,2026-07-18 10:55:00,over_3_hours
89608b50937ffff,6,3,2,1,6,1.0,260.0,2026-07-18 06:00:00,2026-07-18 10:20:00,over_3_hours
89608b509a7ffff,8,1,1,0,7,0.875,105.0,2026-07-05 14:40:00,2026-07-05 16:25:00,1_to_3_hours
89608b5140fffff,5,6,3,3,4,0.8,410.0,2026-07-30 16:40:00,2026-07-30 17:55:00,over_3_hours
89608b51683ffff,13,2,2,0,11,0.8462,85.0,2026-07-23 18:25:00,2026-07-23 19:30:00,1_to_3_hours
89608b51687ffff,6,1,1,0,6,1.0,85.0,2026-07-17 08:05:00,2026-07-17 09:30:00,1_to_3_hours
89608b5427bffff,10,1,0,1,9,0.9,190.0,2026-07-04 14:45:00,2026-07-04 17:55:00,over_3_hours
89608b54c17ffff,8,1,1,0,8,1.0,110.0,2026-07-07 15:40:00,2026-07-07 17:30:00,1_to_3_hours
89608b55453ffff,7,3,2,1,6,0.8571,325.0,2026-07-18 06:00:00,2026-07-18 11:25:00,over_3_hours
89608b554cbffff,18,3,2,1,16,0.8889,295.0,2026-07-18 06:00:00,2026-07-18 10:55:00,over_3_hours
89608b554d3ffff,7,2,2,0,7,1.0,110.0,2026-07-17 21:50:00,2026-07-17 23:15:00,1_to_3_hours
89608b554dbffff,18,2,2,0,17,0.9444,105.0,2026-07-17 21:55:00,2026-07-17 23:15:00,1_to_3_hours
89608b55653ffff,5,1,0,1,4,0.8,795.0,2026-07-08 00:30:00,2026-07-08 13:45:00,over_3_hours
89608b556d7ffff,6,1,1,0,6,1.0,70.0,2026-07-05 20:00:00,2026-07-05 21:10:00,1_to_3_hours
89608b55cd3ffff,11,1,1,0,8,0.7273,135.0,2026-07-02 00:40:00,2026-07-02 02:55:00,1_to_3_hours
89608b56843ffff,14,1,1,0,12,0.8571,70.0,2026-07-09 12:00:00,2026-07-09 13:10:00,1_to_3_hours
89608b56853ffff,39,1,1,0,35,0.8974,70.0,2026-07-09 12:00:00,2026-07-09 13:10:00,1_to_3_hours
89608b56857ffff,9,1,1,0,8,0.8889,70.0,2026-07-09 12:00:00,2026-07-09 13:10:00,1_to_3_hours
89608b5685bffff,9,1,1,0,9,1.0,75.0,2026-07-09 12:00:00,2026-07-09 13:15:00,1_to_3_hours
89608b568cbffff,13,1,1,0,13,1.0,70.0,2026-07-09 12:00:00,2026-07-09 13:10:00,1_to_3_hours
89608b568cfffff,8,1,1,0,7,0.875,75.0,2026-07-09 12:00:00,2026-07-09 13:15:00,1_to_3_hours
89608b56cbbffff,5,29,2,27,5,1.0,2440.0,2026-07-31 03:00:00,2026-07-31 11:00:00,over_3_hours
89608b56e27ffff,19,1,1,0,19,1.0,75.0,2026-07-09 12:00:00,2026-07-09 13:15:00,1_to_3_hours
89608b57057ffff,5,3,2,1,5,1.0,190.0,2026-07-19 13:10:00,2026-07-19 14:50:00,over_3_hours
89608b57063ffff,6,4,1,3,5,0.8333,275.0,2026-07-19 13:10:00,2026-07-19 14:50:00,over_3_hours
89608b5707bffff,25,3,2,1,20,0.8,240.0,2026-07-19 13:10:00,2026-07-19 14:50:00,over_3_hours
89608b57263ffff,25,1,1,0,23,0.92,110.0,2026-07-05 14:40:00,2026-07-05 16:30:00,1_to_3_hours
89608b5726bffff,8,1,1,0,8,1.0,110.0,2026-07-05 14:40:00,2026-07-05 16:30:00,1_to_3_hours
89608b5726fffff,6,4,4,0,5,0.8333,105.0,2026-07-15 17:10:00,2026-07-15 18:30:00,1_to_3_hours
89608b57277ffff,7,3,3,0,5,0.7143,120.0,2026-07-10 15:10:00,2026-07-10 17:10:00,1_to_3_hours
89608b57433ffff,22,2,1,1,17,0.7727,370.0,2026-07-26 01:50:00,2026-07-26 08:00:00,over_3_hours
89608b575c7ffff,6,16,2,14,6,1.0,370.0,2026-07-31 02:45:00,2026-07-31 07:10:00,over_3_hours
89608b58c3bffff,10,3,1,2,8,0.8,400.0,2026-07-27 12:05:00,2026-07-27 18:45:00,over_3_hours
89608b5aa17ffff,8,8,0,8,7,0.875,1300.0,2026-07-23 20:35:00,2026-07-24 18:15:00,over_3_hours
89608b5aabbffff,9,2,1,1,7,0.7778,210.0,2026-07-07 21:10:00,2026-07-07 22:45:00,over_3_hours
89608b7b44fffff,18,5,2,3,16,0.8889,1475.0,2026-07-28 14:20:00,2026-07-28 15:35:00,over_3_hours
89608bcce7bffff,10,1,0,1,10,1.0,915.0,2026-07-18 18:20:00,2026-07-19 09:35:00,over_3_hours
89608bcd44fffff,5,1,1,0,4,0.8,70.0,2026-07-06 13:10:00,2026-07-06 14:20:00,1_to_3_hours
89608bcd473ffff,22,1,1,0,18,0.8182,70.0,2026-07-06 13:10:00,2026-07-06 14:20:00,1_to_3_hours
89608bcdb6bffff,5,1,0,1,4,0.8,335.0,2026-07-07 03:45:00,2026-07-07 09:20:00,over_3_hours
89608bcdbc7ffff,6,1,1,0,5,0.8333,80.0,2026-07-25 12:30:00,2026-07-25 13:50:00,1_to_3_hours
89608bcf027ffff,21,1,1,0,20,0.9524,65.0,2026-07-31 09:45:00,2026-07-31 10:50:00,1_to_3_hours
89608bcf02bffff,5,3,2,1,5,1.0,250.0,2026-07-31 09:45:00,2026-07-31 13:55:00,over_3_hours
89608bcf02fffff,9,2,1,1,8,0.8889,195.0,2026-07-31 09:40:00,2026-07-31 10:50:00,over_3_hours
89608bcf0afffff,12,1,1,0,11,0.9167,80.0,2026-07-26 11:30:00,2026-07-26 12:50:00,1_to_3_hours
89608bcf393ffff,14,1,1,0,11,0.7857,65.0,2026-07-31 09:45:00,2026-07-31 10:50:00,1_to_3_hours
89608bcf3d7ffff,13,1,1,0,12,0.9231,150.0,2026-07-14 11:40:00,2026-07-14 14:10:00,1_to_3_hours
