h3_id,eligible_devices,qualifying_events,events_1_to_3_hours,events_over_3_hours,worst_affected_devices,worst_affected_share,longest_event_minutes,latest_event_start_ist,latest_event_end_ist,severity
893da18dd6fffff,8,2,2,0,8,1.0,150.0,2026-07-05 17:25:00,2026-07-05 19:10:00,1_to_3_hours
893da18ea87ffff,12,1,1,0,12,1.0,65.0,2026-07-16 10:15:00,2026-07-16 11:20:00,1_to_3_hours
893da18eaabffff,6,2,1,1,6,1.0,1890.0,2026-07-27 11:35:00,2026-07-28 19:05:00,over_3_hours
893da18f10bffff,14,1,1,0,13,0.9286,65.0,2026-07-23 13:05:00,2026-07-23 14:10:00,1_to_3_hours
893da18f167ffff,12,1,1,0,11,0.9167,80.0,2026-07-22 14:45:00,2026-07-22 16:05:00,1_to_3_hours
893da18f173ffff,15,1,1,0,15,1.0,70.0,2026-07-23 13:05:00,2026-07-23 14:15:00,1_to_3_hours
893da18f17bffff,7,2,2,0,6,0.8571,135.0,2026-07-23 13:05:00,2026-07-23 14:10:00,1_to_3_hours
893da18f3abffff,6,1,1,0,5,0.8333,120.0,2026-07-02 08:05:00,2026-07-02 10:05:00,1_to_3_hours
893da1a0873ffff,6,1,1,0,5,0.8333,90.0,2026-07-09 09:20:00,2026-07-09 10:50:00,1_to_3_hours
893da1a49abffff,5,2,1,1,4,0.8,455.0,2026-07-05 22:35:00,2026-07-06 00:25:00,over_3_hours
893da1a4a23ffff,26,1,0,1,23,0.8846,775.0,2026-07-13 21:45:00,2026-07-14 10:40:00,over_3_hours
893da1a4a27ffff,7,3,1,2,7,1.0,780.0,2026-07-17 11:50:00,2026-07-17 21:05:00,over_3_hours
893da1a4a37ffff,8,1,0,1,7,0.875,780.0,2026-07-13 21:40:00,2026-07-14 10:40:00,over_3_hours
893da1a50c3ffff,10,1,0,1,9,0.9,285.0,2026-07-31 00:35:00,2026-07-31 05:20:00,over_3_hours
893da1a50d3ffff,8,1,0,1,7,0.875,285.0,2026-07-31 00:35:00,2026-07-31 05:20:00,over_3_hours
893da1a8027ffff,25,1,0,1,21,0.84,435.0,2026-07-17 03:55:00,2026-07-17 11:10:00,over_3_hours
893da1a8037ffff,7,1,0,1,7,1.0,445.0,2026-07-17 03:50:00,2026-07-17 11:15:00,over_3_hours
893da1a8057ffff,7,1,1,0,6,0.8571,125.0,2026-07-12 08:45:00,2026-07-12 10:50:00,1_to_3_hours
893da1a8067ffff,25,1,0,1,20,0.8,185.0,2026-07-21 02:25:00,2026-07-21 05:30:00,over_3_hours
893da1a80bbffff,5,3,3,0,4,0.8,135.0,2026-07-15 15:40:00,2026-07-15 17:30:00,1_to_3_hours
893da1a811bffff,45,5,2,3,44,0.9778,1115.0,2026-07-28 05:20:00,2026-07-28 08:15:00,over_3_hours
893da1a8153ffff,31,1,0,1,30,0.9677,445.0,2026-07-17 03:50:00,2026-07-17 11:15:00,over_3_hours
893da1a8157ffff,53,3,2,1,50,0.9434,440.0,2026-07-28 05:20:00,2026-07-28 08:15:00,over_3_hours
893da1a81c3ffff,7,3,2,1,6,0.8571,440.0,2026-07-17 21:55:00,2026-07-17 23:30:00,over_3_hours
893da1a81cbffff,39,1,0,1,35,0.8974,445.0,2026-07-17 03:50:00,2026-07-17 11:15:00,over_3_hours
893da1a81cfffff,32,1,0,1,32,1.0,445.0,2026-07-17 03:50:00,2026-07-17 11:15:00,over_3_hours
893da1a82a3ffff,47,1,1,0,38,0.8085,70.0,2026-07-07 12:20:00,2026-07-07 13:30:00,1_to_3_hours
893da1a82a7ffff,24,1,1,0,20,0.8333,75.0,2026-07-07 12:15:00,2026-07-07 13:30:00,1_to_3_hours
893da1a82abffff,31,1,1,0,26,0.8387,70.0,2026-07-07 12:20:00,2026-07-07 13:30:00,1_to_3_hours
893da1a82b3ffff,5,1,1,0,5,1.0,85.0,2026-07-07 12:20:00,2026-07-07 13:45:00,1_to_3_hours
893da1a8303ffff,10,7,2,5,9,0.9,485.0,2026-07-25 19:45:00,2026-07-25 21:45:00,over_3_hours
893da1a8317ffff,10,7,2,5,10,1.0,485.0,2026-07-25 19:45:00,2026-07-25 21:45:00,over_3_hours
893da1a83d3ffff,7,2,0,2,5,0.7143,565.0,2026-07-28 00:50:00,2026-07-28 10:15:00,over_3_hours
893da1a83d7ffff,8,1,0,1,6,0.75,215.0,2026-07-07 02:35:00,2026-07-07 06:10:00,over_3_hours
893da1a8643ffff,11,1,0,1,8,0.7273,270.0,2026-07-02 10:25:00,2026-07-02 14:55:00,over_3_hours
893da1a86b7ffff,5,1,1,0,5,1.0,130.0,2026-07-21 09:45:00,2026-07-21 11:55:00,1_to_3_hours
893da1a8887ffff,5,2,1,1,5,1.0,260.0,2026-07-21 04:55:00,2026-07-21 06:40:00,over_3_hours
893da1a8943ffff,13,2,0,2,12,0.9231,590.0,2026-07-09 22:10:00,2026-07-10 08:00:00,over_3_hours
893da1a8a67ffff,12,2,1,1,10,0.8333,495.0,2026-07-13 06:20:00,2026-07-13 08:15:00,over_3_hours
893da1a8b23ffff,5,2,0,2,5,1.0,595.0,2026-07-09 22:05:00,2026-07-10 08:00:00,over_3_hours
893da1a8b2bffff,14,2,0,2,11,0.7857,590.0,2026-07-09 22:10:00,2026-07-10 08:00:00,over_3_hours
893da1a8c07ffff,9,1,0,1,8,0.8889,1995.0,2026-07-17 00:40:00,2026-07-18 09:55:00,over_3_hours
893da1a8c0bffff,7,2,0,2,6,0.8571,435.0,2026-07-15 02:25:00,2026-07-15 09:40:00,over_3_hours
893da1a8c0fffff,6,1,0,1,6,1.0,440.0,2026-07-15 02:25:00,2026-07-15 09:45:00,over_3_hours
893da1a8d97ffff,5,3,3,0,5,1.0,160.0,2026-07-29 19:00:00,2026-07-29 20:45:00,1_to_3_hours
893da1a9013ffff,13,1,0,1,10,0.7692,360.0,2026-07-23 13:00:00,2026-07-23 19:00:00,over_3_hours
893da1a90c7ffff,10,1,0,1,8,0.8,220.0,2026-07-09 07:15:00,2026-07-09 10:55:00,over_3_hours
893da1a920bffff,38,4,4,0,32,0.8421,120.0,2026-07-28 12:20:00,2026-07-28 13:30:00,1_to_3_hours
893da1a9247ffff,18,3,3,0,16,0.8889,120.0,2026-07-28 12:20:00,2026-07-28 13:30:00,1_to_3_hours
893da1a9273ffff,5,3,3,0,5,1.0,120.0,2026-07-28 12:20:00,2026-07-28 13:30:00,1_to_3_hours
893da1a92cfffff,33,1,0,1,30,0.9091,645.0,2026-07-09 03:35:00,2026-07-09 14:20:00,over_3_hours
893da1a9313ffff,5,4,2,2,4,0.8,2195.0,2026-07-30 11:25:00,2026-08-01 00:00:00,over_3_hours
893da1a93cbffff,12,2,2,0,12,1.0,65.0,2026-07-09 16:15:00,2026-07-09 17:20:00,1_to_3_hours
893da1a93dbffff,19,1,1,0,14,0.7368,110.0,2026-07-09 12:50:00,2026-07-09 14:40:00,1_to_3_hours
893da1a9617ffff,7,2,1,1,5,0.7143,595.0,2026-07-29 23:35:00,2026-07-30 09:30:00,over_3_hours
893da1a962bffff,11,1,0,1,9,0.8182,565.0,2026-07-04 01:15:00,2026-07-04 10:40:00,over_3_hours
893da1a962fffff,14,1,0,1,14,1.0,570.0,2026-07-04 01:15:00,2026-07-04 10:45:00,over_3_hours
893da1a984fffff,7,4,2,2,7,1.0,520.0,2026-07-29 17:15:00,2026-07-29 19:00:00,over_3_hours
893da1a99cbffff,7,1,1,0,5,0.7143,120.0,2026-07-24 23:25:00,2026-07-25 01:25:00,1_to_3_hours
893da1a9a87ffff,21,1,1,0,15,0.7143,145.0,2026-07-08 02:35:00,2026-07-08 05:00:00,1_to_3_hours
893da1a9a97ffff,29,1,0,1,21,0.7241,460.0,2026-07-07 01:25:00,2026-07-07 09:05:00,over_3_hours
893da1a9a9bffff,8,1,0,1,6,0.75,510.0,2026-07-07 23:45:00,2026-07-08 08:15:00,over_3_hours
893da1a9c23ffff,16,2,1,1,13,0.8125,190.0,2026-07-09 07:40:00,2026-07-09 10:50:00,over_3_hours
893da1a9c6fffff,11,2,0,2,10,0.9091,450.0,2026-07-28 13:15:00,2026-07-28 20:45:00,over_3_hours
893da1a9c97ffff,24,1,1,0,19,0.7917,155.0,2026-07-09 06:05:00,2026-07-09 08:40:00,1_to_3_hours
893da1a9d03ffff,33,1,1,0,31,0.9394,120.0,2026-07-07 18:50:00,2026-07-07 20:50:00,1_to_3_hours
893da1a9d07ffff,8,1,1,0,6,0.75,120.0,2026-07-07 18:50:00,2026-07-07 20:50:00,1_to_3_hours
893da1a9d0fffff,10,1,1,0,9,0.9,115.0,2026-07-07 18:55:00,2026-07-07 20:50:00,1_to_3_hours
893da1a9d13ffff,14,2,2,0,12,0.8571,120.0,2026-07-28 10:15:00,2026-07-28 12:15:00,1_to_3_hours
893da1a9d17ffff,33,1,1,0,28,0.8485,120.0,2026-07-07 18:50:00,2026-07-07 20:50:00,1_to_3_hours
893da1a9d1bffff,8,30,2,28,8,1.0,2195.0,2026-07-31 22:00:00,2026-08-01 00:00:00,over_3_hours
893da1a9d8bffff,11,2,2,0,11,1.0,125.0,2026-07-28 10:15:00,2026-07-28 12:15:00,1_to_3_hours
893da1a9d8fffff,30,2,2,0,30,1.0,120.0,2026-07-28 10:15:00,2026-07-28 12:15:00,1_to_3_hours
893da1a9da3ffff,15,2,2,0,13,0.8667,145.0,2026-07-30 17:55:00,2026-07-30 19:00:00,1_to_3_hours
893da1a9dbbffff,17,2,2,0,15,0.8824,120.0,2026-07-28 10:15:00,2026-07-28 12:10:00,1_to_3_hours
893da1a9dd7ffff,6,3,3,0,6,1.0,145.0,2026-07-26 11:45:00,2026-07-26 14:10:00,1_to_3_hours
893da1a9e23ffff,12,1,0,1,10,0.8333,770.0,2026-07-13 00:30:00,2026-07-13 13:20:00,over_3_hours
893da1a9e6bffff,7,2,1,1,6,0.8571,535.0,2026-07-09 09:35:00,2026-07-09 10:50:00,over_3_hours
893da1a9eb3ffff,5,1,1,0,5,1.0,90.0,2026-07-14 08:05:00,2026-07-14 09:35:00,1_to_3_hours
893da1a9ec3ffff,30,1,1,0,26,0.8667,130.0,2026-07-09 12:50:00,2026-07-09 15:00:00,1_to_3_hours
893da1a9ec7ffff,18,2,1,1,17,0.9444,195.0,2026-07-19 13:30:00,2026-07-19 16:45:00,over_3_hours
893da1a9ed7ffff,42,2,2,0,34,0.8095,130.0,2026-07-19 18:30:00,2026-07-19 20:40:00,1_to_3_hours
893da1aa61bffff,7,1,0,1,7,1.0,470.0,2026-07-09 09:35:00,2026-07-09 17:25:00,over_3_hours
893da1aa643ffff,8,1,0,1,8,1.0,590.0,2026-07-16 01:45:00,2026-07-16 11:35:00,over_3_hours
893da1aa64fffff,6,1,0,1,6,1.0,590.0,2026-07-16 01:45:00,2026-07-16 11:35:00,over_3_hours
893da1aa6dbffff,9,1,0,1,8,0.8889,480.0,2026-07-09 09:35:00,2026-07-09 17:35:00,over_3_hours
893da1aab2fffff,17,3,3,0,17,1.0,165.0,2026-07-29 19:00:00,2026-07-29 20:45:00,1_to_3_hours
893da1ab00bffff,30,2,2,0,26,0.8667,180.0,2026-07-23 06:45:00,2026-07-23 09:45:00,1_to_3_hours
893da1ab027ffff,7,6,6,0,7,1.0,120.0,2026-07-30 13:35:00,2026-07-30 15:15:00,1_to_3_hours
893da1ab037ffff,19,1,1,0,15,0.7895,65.0,2026-07-30 13:40:00,2026-07-30 14:45:00,1_to_3_hours
893da1ab047ffff,19,2,2,0,17,0.8947,175.0,2026-07-23 06:50:00,2026-07-23 09:45:00,1_to_3_hours
893da1ab093ffff,49,2,0,2,42,0.8571,795.0,2026-07-21 06:40:00,2026-07-21 10:30:00,over_3_hours
893da1ab097ffff,25,1,1,0,18,0.72,80.0,2026-07-02 10:05:00,2026-07-02 11:25:00,1_to_3_hours
893da1ab1afffff,17,1,0,1,13,0.7647,240.0,2026-07-09 08:45:00,2026-07-09 12:45:00,over_3_hours
893da1ab393ffff,7,1,1,0,6,0.8571,140.0,2026-07-20 17:00:00,2026-07-20 19:20:00,1_to_3_hours
893da1ab397ffff,7,3,3,0,6,0.8571,130.0,2026-07-28 02:55:00,2026-07-28 05:05:00,1_to_3_hours
893da1ab40fffff,55,1,1,0,39,0.7091,85.0,2026-07-09 08:55:00,2026-07-09 10:20:00,1_to_3_hours
893da1ab467ffff,13,3,1,2,11,0.8462,795.0,2026-07-24 06:30:00,2026-07-24 09:00:00,over_3_hours
893da1ab54bffff,19,2,1,1,15,0.7895,230.0,2026-07-02 07:35:00,2026-07-02 11:25:00,over_3_hours
893da1ab553ffff,10,2,1,1,8,0.8,230.0,2026-07-02 07:35:00,2026-07-02 11:25:00,over_3_hours
893da1ab55bffff,26,2,1,1,23,0.8846,230.0,2026-07-02 07:35:00,2026-07-02 11:25:00,over_3_hours
893da1ab58bffff,12,1,0,1,9,0.75,455.0,2026-07-08 07:40:00,2026-07-08 15:15:00,over_3_hours
893da1ab5d7ffff,22,1,0,1,19,0.8636,455.0,2026-07-08 07:40:00,2026-07-08 15:15:00,over_3_hours
893da1ab603ffff,41,1,1,0,34,0.8293,85.0,2026-07-26 09:05:00,2026-07-26 10:30:00,1_to_3_hours
893da1ab613ffff,19,1,1,0,14,0.7368,100.0,2026-07-21 13:45:00,2026-07-21 15:25:00,1_to_3_hours
893da1ab61bffff,82,1,1,0,67,0.8171,85.0,2026-07-26 09:05:00,2026-07-26 10:30:00,1_to_3_hours
893da1ad623ffff,12,2,1,1,11,0.9167,600.0,2026-07-13 01:20:00,2026-07-13 11:20:00,over_3_hours
893da1ad63bffff,25,2,1,1,20,0.8,600.0,2026-07-13 01:20:00,2026-07-13 11:20:00,over_3_hours
893da1ad643ffff,7,3,3,0,6,0.8571,140.0,2026-07-24 18:30:00,2026-07-24 19:50:00,1_to_3_hours
893da1ae64fffff,11,1,1,0,10,0.9091,95.0,2026-07-14 05:00:00,2026-07-14 06:35:00,1_to_3_hours
893da1ae663ffff,5,1,1,0,4,0.8,95.0,2026-07-14 05:00:00,2026-07-14 06:35:00,1_to_3_hours
893da1ae673ffff,5,1,1,0,4,0.8,95.0,2026-07-14 05:00:00,2026-07-14 06:35:00,1_to_3_hours
893da1ae67bffff,16,1,1,0,16,1.0,95.0,2026-07-14 05:00:00,2026-07-14 06:35:00,1_to_3_hours
893da1af0bbffff,5,1,1,0,4,0.8,90.0,2026-07-09 07:25:00,2026-07-09 08:55:00,1_to_3_hours
893da1af467ffff,5,3,1,2,5,1.0,2135.0,2026-07-24 21:35:00,2026-07-25 11:20:00,over_3_hours
893da1af533ffff,7,1,1,0,5,0.7143,110.0,2026-07-30 17:45:00,2026-07-30 19:35:00,1_to_3_hours
893da1af587ffff,14,1,1,0,13,0.9286,95.0,2026-07-14 05:00:00,2026-07-14 06:35:00,1_to_3_hours
893da1af58fffff,8,2,2,0,8,1.0,95.0,2026-07-27 13:30:00,2026-07-27 14:50:00,1_to_3_hours
893da1af5a3ffff,8,1,1,0,7,0.875,95.0,2026-07-14 05:00:00,2026-07-14 06:35:00,1_to_3_hours
893da1af5a7ffff,5,2,2,0,5,1.0,125.0,2026-07-14 05:00:00,2026-07-14 06:35:00,1_to_3_hours
893da1af5b3ffff,26,1,1,0,26,1.0,95.0,2026-07-14 05:00:00,2026-07-14 06:35:00,1_to_3_hours
893da1af5b7ffff,34,1,1,0,32,0.9412,95.0,2026-07-14 05:00:00,2026-07-14 06:35:00,1_to_3_hours
893da1af5cbffff,7,2,2,0,7,1.0,95.0,2026-07-27 13:35:00,2026-07-27 14:50:00,1_to_3_hours
893da1b814bffff,7,3,2,1,7,1.0,625.0,2026-07-28 16:35:00,2026-07-28 17:50:00,over_3_hours
893da1b830bffff,6,3,1,2,6,1.0,750.0,2026-07-22 01:20:00,2026-07-22 11:40:00,over_3_hours
893da1b8313ffff,5,7,4,3,5,1.0,540.0,2026-07-24 04:05:00,2026-07-24 05:55:00,over_3_hours
893da1b8317ffff,10,5,1,4,9,0.9,1055.0,2026-07-22 02:35:00,2026-07-22 11:50:00,over_3_hours
893da1b8383ffff,11,3,1,2,11,1.0,635.0,2026-07-22 01:45:00,2026-07-22 12:20:00,over_3_hours
893da1b8387ffff,11,2,0,2,11,1.0,595.0,2026-07-22 01:55:00,2026-07-22 11:50:00,over_3_hours
893da1b838fffff,10,2,0,2,10,1.0,675.0,2026-07-22 00:45:00,2026-07-22 11:50:00,over_3_hours
893da1b83a3ffff,16,3,1,2,13,0.8125,620.0,2026-07-22 02:20:00,2026-07-22 12:40:00,over_3_hours
893da1b83abffff,9,3,1,2,8,0.8889,545.0,2026-07-22 02:50:00,2026-07-22 11:55:00,over_3_hours
893da1b83afffff,10,4,2,2,8,0.8,545.0,2026-07-22 03:15:00,2026-07-22 12:20:00,over_3_hours
893da1b83b3ffff,9,4,1,3,9,1.0,570.0,2026-07-22 03:15:00,2026-07-22 12:45:00,over_3_hours
893da1b83bbffff,16,3,1,2,14,0.875,615.0,2026-07-22 01:45:00,2026-07-22 12:00:00,over_3_hours
893da1b9033ffff,26,1,1,0,23,0.8846,115.0,2026-07-25 04:05:00,2026-07-25 06:00:00,1_to_3_hours
893da1b912bffff,9,1,1,0,7,0.7778,110.0,2026-07-09 09:20:00,2026-07-09 11:10:00,1_to_3_hours
893da1b9237ffff,8,1,0,1,6,0.75,1370.0,2026-07-31 01:10:00,2026-08-01 00:00:00,over_3_hours
893da1b93a7ffff,9,1,1,0,9,1.0,100.0,2026-07-20 17:00:00,2026-07-20 18:40:00,1_to_3_hours
893da1b93afffff,6,2,1,1,5,0.8333,520.0,2026-07-21 00:50:00,2026-07-21 09:30:00,over_3_hours
893da1b9423ffff,7,3,1,2,7,1.0,980.0,2026-07-31 15:10:00,2026-07-31 18:15:00,over_3_hours
893da1b9487ffff,21,1,1,0,17,0.8095,65.0,2026-07-27 08:15:00,2026-07-27 09:20:00,1_to_3_hours
893da1b96d7ffff,8,1,1,0,6,0.75,80.0,2026-07-02 07:25:00,2026-07-02 08:45:00,1_to_3_hours
893da1b982fffff,8,2,2,0,7,0.875,145.0,2026-07-21 04:00:00,2026-07-21 05:35:00,1_to_3_hours
893da1b985bffff,10,1,1,0,9,0.9,80.0,2026-07-09 09:20:00,2026-07-09 10:40:00,1_to_3_hours
893da1b9893ffff,9,2,1,1,9,1.0,230.0,2026-07-22 00:25:00,2026-07-22 02:50:00,over_3_hours
893da1b989bffff,10,3,3,0,10,1.0,175.0,2026-07-31 18:35:00,2026-07-31 19:40:00,1_to_3_hours
893da1b99c7ffff,5,1,1,0,4,0.8,175.0,2026-07-09 17:50:00,2026-07-09 20:45:00,1_to_3_hours
893da1b9a2fffff,8,2,1,1,6,0.75,650.0,2026-07-30 23:50:00,2026-07-31 10:40:00,over_3_hours
893da1b9b03ffff,12,1,1,0,9,0.75,75.0,2026-07-09 05:25:00,2026-07-09 06:40:00,1_to_3_hours
893da1b9b07ffff,7,4,1,3,5,0.7143,715.0,2026-07-27 01:25:00,2026-07-27 13:20:00,over_3_hours
893da1b9b1bffff,8,1,1,0,6,0.75,170.0,2026-07-23 23:00:00,2026-07-24 01:50:00,1_to_3_hours
893da1b9b33ffff,20,1,0,1,17,0.85,470.0,2026-07-09 09:35:00,2026-07-09 17:25:00,over_3_hours
893da1b9b37ffff,12,1,0,1,12,1.0,470.0,2026-07-09 09:35:00,2026-07-09 17:25:00,over_3_hours
893da1b9b3bffff,7,1,1,0,5,0.7143,90.0,2026-07-29 01:50:00,2026-07-29 03:20:00,1_to_3_hours
893da1b9b6fffff,19,1,1,0,16,0.8421,65.0,2026-07-29 13:15:00,2026-07-29 14:20:00,1_to_3_hours
893da1b9c03ffff,6,1,1,0,6,1.0,65.0,2026-07-05 14:50:00,2026-07-05 15:55:00,1_to_3_hours
893da1b9c07ffff,34,1,1,0,29,0.8529,65.0,2026-07-05 14:50:00,2026-07-05 15:55:00,1_to_3_hours
893da1b9c0bffff,29,1,1,0,29,1.0,65.0,2026-07-05 14:50:00,2026-07-05 15:55:00,1_to_3_hours
893da1b9c0fffff,42,1,1,0,33,0.7857,65.0,2026-07-05 14:50:00,2026-07-05 15:55:00,1_to_3_hours
893da1b9c23ffff,101,2,2,0,91,0.901,165.0,2026-07-22 02:05:00,2026-07-22 03:20:00,1_to_3_hours
893da1b9c27ffff,44,2,2,0,40,0.9091,165.0,2026-07-22 02:05:00,2026-07-22 03:20:00,1_to_3_hours
893da1b9c2bffff,32,1,1,0,29,0.9062,170.0,2026-07-09 11:35:00,2026-07-09 14:25:00,1_to_3_hours
893da1b9c2fffff,28,1,1,0,23,0.8214,175.0,2026-07-09 11:35:00,2026-07-09 14:30:00,1_to_3_hours
893da1b9c3bffff,14,2,2,0,13,0.9286,165.0,2026-07-22 02:00:00,2026-07-22 03:55:00,1_to_3_hours
893da1b9c47ffff,18,2,1,1,17,0.9444,185.0,2026-07-09 14:35:00,2026-07-09 17:40:00,over_3_hours
893da1b9c4fffff,11,1,1,0,10,0.9091,65.0,2026-07-05 14:50:00,2026-07-05 15:55:00,1_to_3_hours
893da1b9c63ffff,46,1,1,0,33,0.7174,65.0,2026-07-05 14:50:00,2026-07-05 15:55:00,1_to_3_hours
893da1b9c67ffff,43,1,1,0,32,0.7442,65.0,2026-07-09 13:20:00,2026-07-09 14:25:00,1_to_3_hours
893da1b9c6bffff,5,2,2,0,4,0.8,125.0,2026-07-06 01:55:00,2026-07-06 03:15:00,1_to_3_hours
893da1b9c73ffff,30,1,1,0,27,0.9,65.0,2026-07-05 14:50:00,2026-07-05 15:55:00,1_to_3_hours
893da1b9c7bffff,26,1,1,0,24,0.9231,65.0,2026-07-05 14:50:00,2026-07-05 15:55:00,1_to_3_hours
893da1b9ca7ffff,15,2,1,1,14,0.9333,545.0,2026-07-22 04:50:00,2026-07-22 13:55:00,over_3_hours
893da1b9cabffff,8,2,0,2,8,1.0,525.0,2026-07-22 05:55:00,2026-07-22 13:55:00,over_3_hours
893da1b9d63ffff,12,1,1,0,12,1.0,135.0,2026-07-29 15:05:00,2026-07-29 17:20:00,1_to_3_hours
893da1b9dd3ffff,20,1,0,1,15,0.75,225.0,2026-07-22 10:10:00,2026-07-22 13:55:00,over_3_hours
893da1b9e0bffff,7,1,0,1,6,0.8571,285.0,2026-07-10 12:45:00,2026-07-10 17:30:00,over_3_hours
893da1b9e27ffff,27,1,1,0,21,0.7778,75.0,2026-07-09 03:45:00,2026-07-09 05:00:00,1_to_3_hours
893da1b9e93ffff,12,1,1,0,11,0.9167,165.0,2026-07-09 06:50:00,2026-07-09 09:35:00,1_to_3_hours
893da1b9e9bffff,5,1,1,0,4,0.8,125.0,2026-07-28 16:20:00,2026-07-28 18:25:00,1_to_3_hours
893da1b9eb7ffff,13,1,1,0,12,0.9231,65.0,2026-07-05 14:50:00,2026-07-05 15:55:00,1_to_3_hours
893da1bb027ffff,16,1,1,0,16,1.0,70.0,2026-07-19 11:55:00,2026-07-19 13:05:00,1_to_3_hours
893da1bb02fffff,16,1,1,0,15,0.9375,70.0,2026-07-19 11:55:00,2026-07-19 13:05:00,1_to_3_hours
893da1bb037ffff,5,3,3,0,5,1.0,105.0,2026-07-19 11:55:00,2026-07-19 13:05:00,1_to_3_hours
893da1bb067ffff,8,1,0,1,7,0.875,375.0,2026-07-20 05:30:00,2026-07-20 11:45:00,over_3_hours
893da1bb06bffff,7,1,1,0,5,0.7143,90.0,2026-07-31 09:30:00,2026-07-31 11:00:00,1_to_3_hours
893da1bb06fffff,5,1,1,0,5,1.0,90.0,2026-07-31 09:30:00,2026-07-31 11:00:00,1_to_3_hours
893da1bb07bffff,7,1,1,0,6,0.8571,175.0,2026-07-02 08:10:00,2026-07-02 11:05:00,1_to_3_hours
893da1bb22fffff,5,1,1,0,4,0.8,170.0,2026-07-17 03:30:00,2026-07-17 06:20:00,1_to_3_hours
893da1bb233ffff,10,1,0,1,9,0.9,560.0,2026-07-05 01:10:00,2026-07-05 10:30:00,over_3_hours
893da1bb30bffff,27,1,1,0,23,0.8519,135.0,2026-07-20 05:30:00,2026-07-20 07:45:00,1_to_3_hours
893da1bb31bffff,12,1,1,0,12,1.0,135.0,2026-07-20 05:30:00,2026-07-20 07:45:00,1_to_3_hours
893da1bb347ffff,44,1,1,0,37,0.8409,135.0,2026-07-20 05:30:00,2026-07-20 07:45:00,1_to_3_hours
893da1bb34bffff,35,1,1,0,25,0.7143,170.0,2026-07-17 03:30:00,2026-07-17 06:20:00,1_to_3_hours
893da1bb34fffff,38,1,1,0,34,0.8947,135.0,2026-07-20 05:30:00,2026-07-20 07:45:00,1_to_3_hours
893da1bb357ffff,56,1,1,0,42,0.75,130.0,2026-07-20 05:30:00,2026-07-20 07:40:00,1_to_3_hours
893da1bb373ffff,20,1,1,0,16,0.8,135.0,2026-07-20 05:30:00,2026-07-20 07:45:00,1_to_3_hours
893da1bb3bbffff,9,1,1,0,7,0.7778,80.0,2026-07-15 11:20:00,2026-07-15 12:40:00,1_to_3_hours
893da1bb3cfffff,11,1,1,0,11,1.0,140.0,2026-07-20 05:25:00,2026-07-20 07:45:00,1_to_3_hours
893da1ca393ffff,5,1,1,0,4,0.8,115.0,2026-07-14 17:45:00,2026-07-14 19:40:00,1_to_3_hours
893da1cab17ffff,5,3,1,2,5,1.0,1215.0,2026-07-29 18:10:00,2026-07-30 14:25:00,over_3_hours
893da325d87ffff,5,1,1,0,4,0.8,85.0,2026-07-08 03:55:00,2026-07-08 05:20:00,1_to_3_hours
893da802d5bffff,5,1,1,0,4,0.8,65.0,2026-07-12 02:30:00,2026-07-12 03:35:00,1_to_3_hours
893da815863ffff,11,1,0,1,8,0.7273,415.0,2026-07-27 01:05:00,2026-07-27 08:00:00,over_3_hours
893da815877ffff,7,1,0,1,5,0.7143,410.0,2026-07-27 01:10:00,2026-07-27 08:00:00,over_3_hours
893da857223ffff,7,3,3,0,7,1.0,165.0,2026-07-20 22:40:00,2026-07-21 00:10:00,1_to_3_hours
893da857227ffff,10,4,4,0,8,0.8,170.0,2026-07-20 22:40:00,2026-07-21 00:05:00,1_to_3_hours
893da857233ffff,5,4,4,0,5,1.0,170.0,2026-07-20 22:40:00,2026-07-21 00:05:00,1_to_3_hours
893da85736bffff,5,4,4,0,4,0.8,160.0,2026-07-20 22:40:00,2026-07-21 00:05:00,1_to_3_hours
893dac2a44bffff,6,1,0,1,5,0.8333,350.0,2026-07-24 04:50:00,2026-07-24 10:40:00,over_3_hours
893dac2a687ffff,5,20,8,12,5,1.0,460.0,2026-07-24 04:50:00,2026-07-24 10:05:00,over_3_hours
893dac2a697ffff,6,1,0,1,5,0.8333,205.0,2026-07-31 07:10:00,2026-07-31 10:35:00,over_3_hours
893dac38e77ffff,8,5,2,3,8,1.0,670.0,2026-07-31 10:35:00,2026-07-31 11:40:00,over_3_hours
893dac94057ffff,7,1,1,0,6,0.8571,110.0,2026-07-01 09:50:00,2026-07-01 11:40:00,1_to_3_hours
893dac9422fffff,6,1,1,0,6,1.0,125.0,2026-07-17 19:50:00,2026-07-17 21:55:00,1_to_3_hours
893dac9426bffff,14,1,0,1,13,0.9286,835.0,2026-07-02 19:15:00,2026-07-03 09:10:00,over_3_hours
893dac951a7ffff,9,1,0,1,8,0.8889,695.0,2026-07-09 00:20:00,2026-07-09 11:55:00,over_3_hours
893daccb463ffff,15,3,3,0,14,0.9333,145.0,2026-07-27 06:40:00,2026-07-27 08:35:00,1_to_3_hours
893daccb467ffff,10,1,0,1,9,0.9,445.0,2026-07-18 12:25:00,2026-07-18 19:50:00,over_3_hours
893daccb46bffff,7,3,3,0,7,1.0,130.0,2026-07-27 06:40:00,2026-07-27 08:35:00,1_to_3_hours
893daccb47bffff,9,3,3,0,9,1.0,130.0,2026-07-27 06:35:00,2026-07-27 08:35:00,1_to_3_hours
